logFC;AveExpr;t;P.Value;adj.P.Val;B;annot.phylum;otu.num
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;-0.021753795603937;0.00330438070630725;-21.6347775302412;4.08511993738719e-26;1.593196775581e-24;44.3151698918725;Coriobacteriia;5
k__Bacteria;p__WPS-2;c__;0.000162531850414884;2.8023154434981e-06;17.9865187322841;6.73520643638019e-08;1.31336525509414e-06;4.85162735363586;WPS-2_(unknown);39
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];6.53453125409113e-05;4.19678894787431e-06;7.66454431057911;2.74036769888729e-05;0.000356247800855348;-2.17753084800897;[Saprospirae];12
k__Bacteria;p__Verrucomicrobia;c__Verruco-5;-3.24406384154403e-05;2.79661797272229e-06;-6.20357397628936;9.329460640121e-05;0.000909622412411798;-3.90270796642896;Verruco-5;37
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;0.000882322477376857;4.71435226972761e-05;5.43110876542818;0.000410633901730761;0.00266912036124995;-5.32289353088025;Elusimicrobia;16
k__Bacteria;p__[Thermi];c__Deinococci;-0.000104409955363277;2.64029960401775e-05;-4.88730020742454;0.000376419373807965;0.00266912036124995;-5.51789192514234;Deinococci;40
k__Bacteria;p__TM7;c__TM7-3;3.11992169616344e-05;4.5877991580354e-06;3.84733619313326;0.00229607530765794;0.0127924195712371;-7.3385748501996;c__TM7-3;33
k__Bacteria;p__Tenericutes;c__RF3;0.0127392631380165;0.00151923119437299;2.49469573795683;0.0221286481922821;0.107877159937375;-10.0484744869319;RF3;35
k__Bacteria;p__Deferribacteres;c__Deferribacteres;0.000665541008024654;9.96668728487612e-05;2.24174563668266;0.0365702065450104;0.158470895028378;-10.4190533497117;Deferribacteres;15
k__Bacteria;p__SR1;c__;1.67734273016233e-05;1.26702136347292e-06;1.89847226446815;0.0939374279078689;0.366355968840689;-10.5688785601542;SR1_(unknown);29
k__Bacteria;p__Firmicutes;Other;0.00013625496987312;4.25939103849621e-05;1.6162472300189;0.123648527070286;0.438390232340105;-11.529347912522;Firmicutes_(other);17
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;1.52685008495734e-05;6.70796157287153e-07;0.605407028851211;0.644111333781002;0.999999947617956;-11.8789842982551;Sphingobacteriia;11
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;4.36344388921683e-09;2.27258878932884e-06;5.44146131784693e-05;0.999978536977717;0.999999947617956;-11.8871053220432;Thermoleophilia;6
k__Bacteria;p__Cyanobacteria;c__Chloroplast;0.000592601113209813;0.000339614811882166;1.22329378912279;0.230626145939392;0.68781556074787;-12.213404598594;Chloroplast;14
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;0.00066003136294232;0.000233060269902607;1.32017995687984;0.197510577590913;0.641909377170467;-12.2375425820558;Epsilonproteobacteria;27
k__Bacteria;p__Synergistetes;c__Synergistia;1.17189117629843e-05;5.73498469110361e-06;0.941467488766604;0.373486522388366;0.831917099977444;-12.2512163770912;Synergistia;32
k__Bacteria;p__Spirochaetes;c__[Brachyspirae];4.08899094473549e-10;1.62381520943787e-06;3.04256777005184e-05;0.999977717037153;0.999999947617956;-12.3405296823756;[Brachyspirae];31
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;0.00216255355066627;0.00108941811620359;1.01159066475319;0.320859309474387;0.831917099977444;-12.4970319289023;Fusobacteriia;21
k__Bacteria;p__Acidobacteria;c__Solibacteres;-1.5347052315362e-11;3.19033083604996e-07;-2.23574891398738e-06;0.999998281936471;0.999999947617956;-12.5931731279853;Solibacteres;2
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];1.27406452047298e-07;1.55447337994599e-06;0.0185659992436621;0.985609004329401;0.999999947617956;-12.6138287232149;[Chloracidobacteria];3
k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;4.27853161946218e-13;6.84848843783819e-07;6.79591287283592e-08;0.999999947617956;0.999999947617956;-12.6372575056476;Chthonomonadetes;7
k__Bacteria;Other;Other;0.00146931481969272;0.00461562855277754;1.17152960718315;0.246908150012056;0.68781556074787;-12.6396387782547;Other;1
k__Bacteria;p__Bacteroidetes;Other;0.000591043690575182;0.000434207112223658;0.514906661579118;0.613615138224975;0.999999947617956;-12.7024090501854;Bacteroidetes_(other);8
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;-1.92726814048345e-05;4.0530244973381e-05;-0.454578880613224;0.653793431561571;0.999999947617956;-12.7937504928785;Flavobacteriia;10
k__Bacteria;p__Verrucomicrobia;c__Opitutae;-1.15209281315789e-05;0.000128162817620128;-0.025069151713105;0.980347492904775;0.999999947617956;-12.8120800493684;Opitutae;36
k__Bacteria;p__Tenericutes;c__Mollicutes;-0.00324418017800697;0.00554734146391802;-0.539025643757056;0.594112539192446;0.999999947617956;-12.8183403887027;Mollicutes;34
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];1.10755971550993e-05;0.000528056986169438;0.0059531563327161;0.99530978819492;0.999999947617956;-12.8450191680511;[Lentisphaeria];22
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;0.0216636488939433;0.0257382381157434;0.949442804302813;0.347007507184612;0.831917099977444;-12.8590397890456;Gammaproteobacteria;28
k__Bacteria;p__Cyanobacteria;c__4C0d-2;0.000246121938051352;0.00209639197831045;0.0691544449689737;0.945371228627089;0.999999947617956;-12.936927289834;4C0d-2;13
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;0.0738656527689164;0.49947899069148;0.878295227669232;0.383961738451128;0.831917099977444;-12.9397606804327;Bacteroidia;9
