"","Pvalues","FDR"
"Fusobacterium",1.6727e-05,0.0011207
"Veillonella",0.00034149,0.0083273
"Megasphaera",0.00043701,0.0083273
"Paraprevotella",0.00049715,0.0083273
"Holdemania",0.0024755,0.033172
"Tyzzerella",0.0039018,0.04357
"Rothia",0.0057398,0.048344
"Barnesiella",0.0057725,0.048344
