"","Pvalues","FDR"
"OTU1337|NN=Desulfovibrio_desulfuricans_DVURRDA|D=89",4.0732e-06,0.0007454
"Parabacteroides_goldsteinii",8.9751e-05,0.0082123
"Streptococcus_infantis",0.00052271,0.020674
"OTU902|NN=Prevotella_loescheii_AB547688|D=88_8",0.00055871,0.020674
"OTU117|NN=Clostridium_bolteae_AJ508452|D=90_7",0.00056486,0.020674
"OTU798|NN=Oscillibacter_valericigenes_AB238598|D=90_1",0.0012688,0.038698
