"","AIH","healthy","nonAIHhepControl"
"Actinobacteria",0.00963273823080838,0.0171191905411286,0.0279557920816652
"Bacteroidetes",0.528022887055299,0.487961716416306,0.421540125138703
"Firmicutes",0.402888242947956,0.442845679761959,0.451099780582952
"Fusobacteria",0.000102228045211856,6.6819635211275e-05,0.00126174142733698
"Proteobacteria",0.0217948689038072,0.0312570632712221,0.042005208152643
"Unclassified",0.000132295117332991,0.00014526007654625,0.000116353481877945
"Verrucomicrobia",0.0354836551637566,0.0186351246999653,0.0541844288084816
"NA",0.0019430845358283,0.00196914559766096,0.00183657032633949
