"","AIH018","AIH021","AIH022","AIH035","AIH036","AIH039","AIH040","AIH043","AIH047","AIH052","AIH058","AIH059","AIH068","AIH069","AIH070","AIH071","AIH049","AIH050","AIH051","AIH053","AIH054","AIH055","AIH056","AIH057","AIH060","AIH061","AIH062","AIH063","AIH064","AIH065","AIH066","AIH076","AIH081","AIH082","AIH083","AIH001","AIH002","AIH003","AIH005","AIH006","AIH007","AIH009","AIH011","AIH020","AIH023","AIH026","AIH027","AIH029","AIH030","AIH031","AIH032","AIH033","AIH037","AIH042","AIH046","AIH072","AIH074","AIH077"
"Actinobacteria",74,113,7750,108,121,148,15,527,870,448,230,57,543,264,1182,365,2456,24,217,668,561,30,92,420,185,848,168,108,777,499,379,17,267,12953,8794,261,63,74,141,121,11,176,96,34613,19,4191,293,3777,1290,15,40,31,581,5976,119,19,163,308
"Bacteroidetes",33577,50435,85508,33896,97181,35087,14000,43535,37013,30613,36220,32077,34726,44321,29572,64699,18729,57456,55751,34344,52755,57869,62220,21741,48636,15498,22503,45674,77733,37886,72507,93089,37206,9693,18517,76005,27834,44940,40717,14797,83,37876,1024,2125,25528,30101,54598,25567,43569,48095,26951,33307,12196,50465,80006,33172,54696,26146
"Firmicutes",47243,39051,19866,59282,11670,65043,5924,35756,33096,20735,28239,9524,36636,37567,68479,17875,56722,17242,22352,47022,31663,35606,39303,59879,16248,45511,54647,48208,36783,50184,17394,8481,62913,67695,44307,27962,21697,56890,62332,43056,24870,49795,23199,37237,6874,59074,23025,66426,30678,31673,75472,1917,18008,58599,24693,12179,45518,44007
"Fusobacteria",20,30,23,19,1,4,0,3,29,0,0,0,1,0,1,5,0,0,0,16,15,0,26,0,1,13,2,2,30,0,0,2,4,4,0,1,40,1,6,21,1,0,0,113,4,94,13,1970,17,0,9,0,43,0,31,0,0,0
"Proteobacteria",1808,2822,1108,2969,1384,10411,16,393,922,1116,744,148,457,1456,2978,263,780,7525,550,1210,8322,1007,1686,3383,17932,407,1262,2983,936,533,2371,1402,881,213,412,719,25867,1193,311,3029,1787,254,441,418,81,2914,8159,9851,565,474,5094,743,7566,2604,442,376,3607,2206
"Unclassified",15,0,109,2,4,13,0,14,4,0,2,0,4,6,3,0,2,0,6,5,15,1,3,0,4,4,4,2,2,4,153,0,45,0,0,0,2,0,0,1,2,33,0,13,0,10,10,1,0,4,0,0,17,0,36,0,89,0
"Verrucomicrobia",120,8,15,1043,0,8,13,0,4702,25440,3480,552,18,11800,6,1,19,6615,1378,185,12890,31,60,2108,2084,561,2002,598,287,110,1197,6,0,3,1938,7,16,13,3903,9,16,1,23,1,25480,0,15,3,141,2,13,57140,6,3921,8,1675,4,9123
"NA",193,118,342,52,77,327,43,122,95,120,162,52,263,276,123,220,116,240,186,257,207,77,180,294,271,289,53,150,120,142,90,220,196,110,191,65,211,187,125,217,126,110,47,81,119,205,136,154,300,226,57,182,101,166,226,122,136,142
