ID	AIH055	AIH003	AIH030	AIH022	AIH060	AIH005	AIH051	AIH021	AIH065	AIH046	AIH059	AIH002	AIH063	AIH081	AIH039	AIH064	AIH027	AIH058	AIH026	AIH068	AIH001	AIH054	AIH007	AIH020	AIH043	AIH035	AIH047	AIH049	AIH042	AIH074	AIH071	AIH056	AIH082	AIH053	AIH057	AIH078	AIH050	AIH031	AIH062	AIH079	AIH077	AIH018	AIH036	AIH069	AIH061	AIH009	AIH006	AIH037	AIH032	AIH052	AIH076	AIH072	AIH029	AIH083	AIH086	AIH070	AIH023	AIH033	AIH066	AIH011	AIH040
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Scardovia;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;Other;Other	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__;s__	0.0	0.0	90.0	29.0	2.0	9.0	0.0	11.0	34.0	1.0	180.0	12.0	2.0	98.0	3.0	19.0	31.0	19.0	153.0	34.0	7.0	19.0	29.0	0.0	2.0	2.0	72.0	157.0	65.0	18.0	58.0	14.0	0.0	9.0	13.0	11.0	9.0	3.0	1.0	16.0	71.0	2.0	0.0	0.0	799.0	11.0	16.0	0.0	0.0	24.0	0.0	1.0	3.0	118.0	37.0	0.0	0.0	0.0	7.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Adlercreutzia;s__	16.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	14.0	0.0	0.0	0.0	5.0	0.0	0.0	31.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Atopobium;s__	3.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	24.0	0.0	0.0	6.0	3.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	120.0	0.0	3.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__aerofaciens	0.0	15.0	5.0	1.0	2.0	0.0	43.0	0.0	14.0	4.0	0.0	2.0	0.0	1.0	4.0	208.0	88.0	2.0	22.0	32.0	6.0	13.0	0.0	659.0	18.0	3.0	138.0	86.0	7555.0	17.0	49.0	9.0	0.0	47.0	3.0	26.0	1.0	0.0	4.0	5.0	4.0	0.0	0.0	6.0	110.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	173.0	10.0	0.0	47.0	0.0	0.0	0.0	0.0	1.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__stercoris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Eggerthella;s__lenta	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	25.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	5.0	192.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	9.0	7.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	1.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Slackia;s__	0.0	0.0	1.0	0.0	0.0	10.0	0.0	0.0	33.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	7.0	10.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	17.0	0.0	142.0	0.0	1.0	7.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae;g__Patulibacter;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;Other;Other;Other;Other;Other	0.0	0.0	0.0	0.0	0.0	103.0	0.0	0.0	1319.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	186.0	0.0	0.0	0.0	0.0	0.0	298.0	93.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;Other;Other;Other	69.0	9.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	7.0	47.0	0.0	0.0	0.0	0.0	1.0	47.0	0.0	0.0	21.0	1.0	0.0	2.0	7.0	2.0	19.0	16.0	0.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	17.0	0.0	144.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	0.0	0.0	474.0	20.0	0.0	1.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	30.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5.0	78.0	2171.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	119.0	0.0	0.0	5197.0	0.0	0.0	0.0	0.0	17405.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;Other	73.0	328.0	12.0	105.0	110.0	37.0	193.0	50.0	29.0	3.0	61.0	150.0	55.0	519.0	546.0	102.0	5.0	47.0	69.0	27.0	24.0	199.0	1.0	1.0	245.0	7.0	432.0	66.0	314.0	2120.0	155.0	708.0	259.0	74.0	3.0	1.0	231.0	90.0	2.0	528.0	42.0	115.0	18.0	1194.0	156.0	2.0	0.0	21.0	13.0	42.0	2263.0	2.0	223.0	50.0	1.0	27.0	46.0	50.0	194.0	41.0	1.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	3892.0	4226.0	1158.0	64590.0	1102.0	1338.0	761.0	106178.0	809.0	2859.0	1059.0	425.0	1354.0	1752.0	1816.0	1431.0	8931.0	431.0	17560.0	2019.0	456.0	6312.0	0.0	147.0	264.0	488.0	32866.0	3608.0	2134.0	10586.0	856.0	366.0	56.0	364.0	636.0	12.0	4206.0	390.0	443.0	4659.0	571.0	6953.0	1061.0	480.0	3988.0	11.0	7.0	2519.0	6350.0	703.0	13580.0	27.0	5285.0	3518.0	3.0	2466.0	7068.0	1297.0	2997.0	4.0	64.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__acidifaciens	31.0	5.0	40.0	1.0	3.0	0.0	12.0	23.0	11.0	1.0	13.0	9.0	6.0	4.0	74.0	3.0	0.0	4.0	28.0	2.0	41.0	92.0	0.0	0.0	5.0	1.0	1.0	1.0	7.0	19.0	14.0	0.0	0.0	21.0	0.0	0.0	19.0	1.0	0.0	190.0	6.0	14.0	2.0	14.0	2.0	0.0	0.0	14.0	8.0	1.0	3.0	0.0	1.0	22.0	0.0	0.0	4.0	2.0	39.0	15.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__caccae	521.0	16.0	14.0	19.0	40.0	98.0	596.0	1549.0	5.0	83.0	2095.0	888.0	9.0	135.0	13604.0	1206.0	16.0	321.0	921.0	857.0	1171.0	178.0	0.0	443.0	223.0	208.0	10.0	3891.0	9987.0	47.0	2927.0	817.0	3.0	598.0	13.0	11.0	910.0	13.0	969.0	2157.0	360.0	83.0	1316.0	1503.0	856.0	21.0	6.0	269.0	1066.0	4.0	52.0	33.0	7.0	1678.0	0.0	1362.0	7670.0	59622.0	487.0	4.0	4.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__eggerthii	1.0	0.0	0.0	3.0	784.0	1.0	8225.0	0.0	2.0	2.0	2.0	0.0	1.0	2510.0	5.0	38.0	29.0	4.0	1.0	0.0	98.0	1.0	0.0	0.0	23.0	72.0	1.0	421.0	8.0	1.0	0.0	6.0	0.0	0.0	1588.0	0.0	3.0	4.0	1.0	10.0	1.0	0.0	4.0	3.0	38.0	0.0	0.0	1.0	1.0	0.0	7.0	64.0	0.0	0.0	0.0	5.0	1.0	4.0	6.0	0.0	1.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__fragilis	0.0	19.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	2.0	35.0	0.0	5.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	1.0	26.0	4.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	9.0	7.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__ovatus	559.0	1687.0	521.0	92.0	2142.0	2296.0	1683.0	3837.0	445.0	90.0	15136.0	17317.0	524.0	61384.0	3433.0	2029.0	17.0	210.0	1638.0	1232.0	1699.0	4438.0	1.0	1.0	552.0	78.0	975.0	318.0	781.0	10560.0	1381.0	461.0	2132.0	2460.0	250.0	9.0	47007.0	662.0	24.0	23428.0	1577.0	2216.0	445.0	1382.0	462.0	63.0	9.0	803.0	5214.0	625.0	4814.0	108.0	5241.0	1479.0	1.0	277.0	116.0	938.0	2330.0	251.0	81.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__plebeius	0.0	0.0	3.0	57947.0	0.0	0.0	4.0	1.0	0.0	1.0	168.0	0.0	1.0	0.0	1.0	3.0	0.0	2534.0	1.0	147.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__uniformis	6959.0	33.0	1570.0	2861.0	2233.0	4060.0	634.0	30.0	1821.0	510.0	723.0	934.0	8462.0	2977.0	2505.0	2127.0	299.0	2457.0	2129.0	451.0	3742.0	1423.0	2.0	1.0	80.0	207.0	576.0	69249.0	2839.0	5293.0	2225.0	106567.0	11.0	380.0	44.0	8.0	4314.0	2283.0	163.0	1705.0	465.0	1640.0	271.0	6808.0	2414.0	5.0	15.0	7.0	6.0	1479.0	20778.0	11.0	15.0	3018.0	2.0	897.0	891.0	79.0	7431.0	0.0	38.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;Other	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__	0.0	11.0	2.0	0.0	43.0	68.0	44.0	111.0	6.0	1.0	9907.0	0.0	2.0	348.0	36.0	4.0	38.0	179.0	275.0	290.0	106.0	163.0	0.0	0.0	0.0	3.0	90.0	120.0	257.0	651.0	834.0	717.0	0.0	55.0	1.0	0.0	50.0	0.0	0.0	976.0	637.0	0.0	11.0	64.0	295.0	2.0	0.0	0.0	0.0	81.0	0.0	17.0	0.0	152.0	0.0	189.0	21.0	0.0	239.0	0.0	3.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__distasonis	0.0	7.0	0.0	0.0	0.0	0.0	16.0	0.0	13.0	0.0	0.0	5.0	0.0	0.0	4.0	2.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	86.0	0.0	8.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	16.0	0.0	0.0	1.0	2.0	4.0	0.0	0.0	6.0	87.0	0.0	0.0	0.0	0.0	1.0	11.0	0.0	0.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__gordonii	0.0	0.0	0.0	0.0	12.0	0.0	19.0	0.0	301.0	0.0	13.0	0.0	258.0	0.0	0.0	13.0	42.0	2.0	3.0	1.0	0.0	62.0	0.0	0.0	1.0	0.0	174.0	2.0	3.0	1.0	1.0	29.0	0.0	28.0	1692.0	0.0	74.0	0.0	10.0	1.0	2.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	7.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	6.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	9.0	0.0	0.0	0.0	0.0	1.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;Other;Other	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	316.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;Other	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__	0.0	5.0	17671.0	192.0	61.0	10.0	53.0	12.0	29.0	23.0	40.0	12835.0	24.0	3.0	13.0	150.0	4972.0	13.0	8.0	19.0	17.0	103.0	28323.0	7.0	34.0	2313.0	2694.0	90.0	2.0	34.0	32.0	36.0	8.0	456.0	1513.0	7099.0	46.0	21.0	23.0	73.0	18.0	194.0	9.0	132.0	1.0	7301.0	685.0	4.0	372.0	41.0	82.0	2754.0	967.0	52.0	18.0	104.0	0.0	0.0	75.0	5.0	19.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__copri	0.0	5.0	38331.0	110.0	20.0	725.0	2.0	17.0	3.0	189611.0	10364.0	10.0	1.0	1.0	4.0	1.0	58494.0	0.0	0.0	4110.0	8946.0	19.0	0.0	0.0	9207.0	5662.0	6.0	1.0	1.0	1.0	0.0	1.0	0.0	8.0	10.0	16508.0	0.0	6.0	2509.0	4.0	0.0	0.0	23633.0	24214.0	1.0	8770.0	10139.0	0.0	4.0	0.0	5.0	5335.0	61.0	0.0	2.0	0.0	0.0	1.0	3.0	0.0	4019.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__intermedia	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__melaninogenica	0.0	0.0	0.0	73.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	7.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__nigrescens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__stercorea	0.0	0.0	1301.0	11.0	1.0	0.0	1.0	9.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	32.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3532.0	0.0	0.0	0.0	0.0	4663.0	0.0	0.0	552.0	0.0	747.0	991.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;Other;Other	9.0	8.0	1.0	0.0	2.0	1027.0	28.0	0.0	25.0	0.0	8788.0	5.0	2.0	3.0	1.0	7.0	0.0	1170.0	3.0	71.0	7.0	34.0	0.0	0.0	4.0	5.0	1.0	2.0	4.0	0.0	25.0	10.0	0.0	3.0	3.0	1.0	4.0	20.0	0.0	0.0	1.0	5.0	6.0	51.0	0.0	0.0	0.0	1.0	0.0	5.0	1.0	5.0	0.0	1.0	1.0	6.0	0.0	4.0	4.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__	7494.0	9566.0	3180.0	565.0	8843.0	144820.0	133243.0	1.0	4659.0	1586.0	3017.0	18731.0	72917.0	4443.0	2926.0	93558.0	50.0	4171.0	2137.0	1261.0	13587.0	4811.0	2.0	1.0	4282.0	2602.0	3834.0	1930.0	5958.0	98.0	12802.0	9467.0	671.0	4255.0	4946.0	175.0	38220.0	16601.0	1205.0	35.0	3493.0	779.0	4366.0	7842.0	488.0	217.0	40.0	928.0	9.0	29715.0	451.0	773.0	1.0	1116.0	8.0	2537.0	0.0	3686.0	9587.0	1.0	33.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__AF12;s__	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__indistinctus	103.0	286.0	0.0	2.0	185.0	130.0	62.0	0.0	3395.0	478.0	57.0	23831.0	432.0	11.0	4.0	127.0	3.0	14.0	11.0	8.0	97.0	896.0	0.0	0.0	111.0	416.0	36.0	10.0	566.0	0.0	3280.0	996.0	0.0	290.0	167.0	0.0	0.0	0.0	68.0	3.0	75.0	0.0	111.0	1004.0	17.0	0.0	1.0	0.0	0.0	155.0	185.0	0.0	1.0	4.0	0.0	594.0	0.0	66.0	996.0	0.0	4.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__massiliensis	0.0	97.0	9.0	15.0	11328.0	207.0	77.0	0.0	324.0	3.0	31.0	158.0	30.0	46.0	71.0	428.0	1.0	169.0	3.0	14.0	54.0	391.0	1.0	0.0	4.0	5.0	561.0	6.0	141.0	3.0	206.0	28.0	0.0	21.0	21.0	1.0	9.0	110.0	3.0	0.0	59.0	13.0	5.0	395.0	2.0	1.0	0.0	247.0	0.0	21.0	8.0	1.0	0.0	6.0	0.0	16.0	0.0	30.0	45.0	0.0	0.0
