	AIH043	AIH063	AIH060	AIH005	AIH082	AIH052	AIH002	AIH058	AIH072	AIH023	AIH039	AIH040	AIH066	AIH035	AIH049	AIH051	AIH055	AIH001	AIH003	AIH056	AIH081	AIH050	AIH061	AIH053	AIH069	AIH030	AIH046	AIH027	AIH074	AIH062	AIH009	AIH042	AIH006	AIH032	AIH086	AIH029	AIH031	AIH083	AIH077	AIH018	AIH007	AIH037	AIH020	AIH036	AIH079	AIH026	AIH059	AIH065	AIH047	AIH021	AIH064	AIH078	AIH068	AIH076	AIH054	AIH071	AIH033	AIH057	AIH070	AIH022	AIH011
AIH042	0.784029880434	0.772619743817	0.72006498723	0.519748116562	0.685858751888	0.788590139741	0.808475553136	0.750268106638	0.884992000617	0.762129370547	0.632581726709	0.959337457307	0.645415537224	0.680773817411	0.773547980934	0.727692843351	0.656846313523	0.711714954112	0.812144051437	0.7573246374	0.673717958321	0.731061744553	0.768824724351	0.720629529923	0.749108274047	0.829658178555	0.817508379254	0.910390474469	0.780940140232	0.729449512425	0.798476448705	0.0	0.826209091813	0.912685707663	0.941258360803	0.910955371082	0.685835313242	0.640075371848	0.618351266627	0.740155850178	0.976278584306	0.865036810077	0.863300028897	0.889285792553	0.835739693636	0.822826711676	0.749583274757	0.604694269026	0.777981413303	0.863105586118	0.609921098306	0.965470765169	0.83571073208	0.867582807424	0.608067719769	0.698023697557	0.738967721815	0.680710919739	0.709959847674	0.884569316708	0.959424259984
AIH006	0.684693456696	0.936340983607	0.899559880314	0.769503666198	0.888581242274	0.892925891354	0.922567231554	0.885027896291	0.854211808131	0.95796994613	0.770142659607	0.694437456644	0.90374814234	0.570190915076	0.827995696789	0.884924393275	0.747798699993	0.709894879138	0.931860413577	0.925363777345	0.864603967907	0.907365391576	0.861521721823	0.901489117984	0.74299595877	0.726696951371	0.753545554336	0.789318886833	0.930607738589	0.635937268095	0.658279247638	0.826209091813	0.0	0.970435050936	0.972173473542	0.953250059921	0.823795928218	0.849813498487	0.769799514429	0.903410502926	0.968331035829	0.906682399784	0.947892536816	0.794400629919	0.952039829853	0.921939893802	0.858408492298	0.889362088836	0.892532317801	0.949167868454	0.897803200678	0.687293500932	0.67682913747	0.977191732003	0.916205711516	0.86606309583	0.98284474211	0.808011718086	0.91793711185	0.967778804533	0.964071767277
AIH032	0.967657557853	0.944637933823	0.919918520439	0.959140666608	0.916306022753	0.971272548878	0.881301031326	0.975689482286	0.983969551331	0.787760215979	0.753142307501	0.961311088599	0.924421343229	0.962799498082	0.941634985983	0.963561746051	0.920869096555	0.919836581019	0.951105748659	0.977548019174	0.770473066596	0.885066069304	0.942256255307	0.934894927284	0.941365897858	0.966659666513	0.981633938012	0.89538154469	0.766198392832	0.983288602139	0.987458109069	0.912685707663	0.970435050936	0.0	0.969018124481	0.604839518197	0.9588035517	0.907790985054	0.958983905302	0.683252173913	0.718641211909	0.73807500085	0.930727946737	0.958371461689	0.863369319825	0.485041307253	0.928614820578	0.951931291875	0.948654695169	0.789978039529	0.952921411099	0.990691087379	0.952914345998	0.790257378764	0.898679946682	0.936288535636	0.942512982359	0.957296297753	0.921265592213	0.863999145529	0.975120349972
AIH086	0.912033116944	0.937133082088	0.972944250653	0.971106559995	0.818201011575	0.957843560157	0.949360049763	0.932968271296	0.985377225205	0.987337215216	0.942847209562	0.98664427876	0.947030681657	0.967655771939	0.909699539385	0.960725244073	0.955837408313	0.959952580133	0.921950215829	0.95368861128	0.930020230911	0.966100791751	0.950973804936	0.841221553831	0.964885028851	0.939866012455	0.952712223003	0.957296974003	0.920314026608	0.884102579427	0.983957982474	0.941258360803	0.972173473542	0.969018124481	0.0	0.901269582942	0.957243654357	0.88746187189	0.953138859769	0.967155540295	0.968228196092	0.923231436401	0.91393103159	0.986525056957	0.964696323182	0.944019691312	0.97221534347	0.904767838895	0.9710121349	0.788102770856	0.95448567999	0.972446008757	0.941898505814	0.979378307683	0.931560822489	0.976056467781	0.983695984713	0.85801613752	0.87423413248	0.800067649348	0.880492803892
AIH029	0.952180878177	0.895512316244	0.90623675522	0.938748934472	0.857410127561	0.954217196838	0.834499221424	0.941424936007	0.98031268095	0.86199802616	0.703463555503	0.953355913134	0.897548631367	0.952484447653	0.865304656184	0.953509272356	0.90606794826	0.925403904568	0.945116723639	0.944241280606	0.747629305559	0.862257959018	0.922442846976	0.900542865085	0.9217413738	0.940517916624	0.965871201206	0.882087425673	0.672015199938	0.967864637442	0.981881921759	0.910955371082	0.953250059921	0.604839518197	0.901269582942	0.0	0.941284998572	0.866013744616	0.956570444495	0.763253396106	0.745225372261	0.757974577601	0.795721491001	0.942974538207	0.834895454896	0.634383855238	0.929320484309	0.941383719278	0.936806962203	0.865210642668	0.935947157282	0.975517310027	0.930265668575	0.804294234005	0.875526310925	0.931771928193	0.952804153424	0.916901607516	0.912993729517	0.907716496917	0.971370942253
AIH031	0.785440804785	0.81032790609	0.779019591096	0.692629707921	0.88733099202	0.872549019608	0.839418333853	0.809243942618	0.938976109215	0.916166009871	0.706849417049	0.951944608132	0.753961981058	0.73289047408	0.852537369193	0.604448305192	0.534952544391	0.57914783647	0.677562025793	0.759378225757	0.745758245495	0.739733910222	0.912851971474	0.841132100661	0.828654546749	0.891256058158	0.853673024031	0.948305088458	0.881980148154	0.76495459801	0.794675328281	0.685835313242	0.823795928218	0.9588035517	0.957243654357	0.941284998572	0.0	0.79859816089	0.691295071057	0.826061258925	0.989319092123	0.872238859454	0.946695681354	0.940661792044	0.891525071054	0.886286442699	0.825876648194	0.780099405674	0.858388549732	0.912400672025	0.665660108708	0.963649016888	0.888353968	0.871608055101	0.718522542558	0.602481603893	0.844984454488	0.687717978527	0.879497557206	0.897147359248	0.962163522013
AIH083	0.798149957993	0.803548522184	0.735784430437	0.657003119705	0.62391180314	0.761970397196	0.808417352522	0.775528394299	0.839410368166	0.8302255596	0.699906082537	0.918537196603	0.725668722151	0.745852050187	0.648668598953	0.753954715363	0.701338139221	0.778168429833	0.806282520054	0.807599735618	0.67435294529	0.743023623309	0.671931522675	0.71331299813	0.73564476607	0.783874294039	0.774784707002	0.894936143932	0.719048625702	0.782705321248	0.860979146395	0.640075371848	0.849813498487	0.907790985054	0.88746187189	0.866013744616	0.79859816089	0.0	0.730894021327	0.690592355059	0.974884449957	0.819762085953	0.751083024899	0.883987843597	0.804775959217	0.729363456632	0.781130809656	0.710315081268	0.765647338777	0.837263047587	0.721785401945	0.916262051179	0.759093583443	0.873022648084	0.690897109716	0.770772227768	0.887257747137	0.685108178677	0.702893960021	0.827901828563	0.947516415255
AIH077	0.753803621284	0.818422840012	0.786907221512	0.697484012003	0.83135093792	0.717853103012	0.876512950859	0.815839819938	0.854022929544	0.834360741224	0.679557363828	0.943165740709	0.704346462711	0.617630594821	0.816911423713	0.720683553364	0.680333684917	0.8149118162	0.841774892762	0.862644206857	0.781048664104	0.764048825971	0.851921772499	0.760345463163	0.710467640817	0.79716628628	0.80610396028	0.930786685024	0.876889126961	0.727557327482	0.6107131576	0.618351266627	0.769799514429	0.958983905302	0.953138859769	0.956570444495	0.691295071057	0.730894021327	0.0	0.87261126378	0.990718383654	0.878650170048	0.937321164003	0.934148119482	0.868548913185	0.884967718249	0.784326477522	0.671733782437	0.794994565997	0.906051320951	0.759434884418	0.921416976514	0.852614081972	0.918577440688	0.651139834181	0.803706835734	0.848358323218	0.751573854402	0.817741172197	0.958706856701	0.932176960287
AIH018	0.910762459179	0.78254216928	0.758172165176	0.637289587944	0.689813576804	0.884627960204	0.766587154342	0.840732646287	0.958850133201	0.733491854761	0.6076201533	0.915646370602	0.746696508249	0.814014923936	0.810798338717	0.83406730611	0.737826700431	0.773611750429	0.862079395085	0.834185131853	0.62003712255	0.755184903223	0.836051323546	0.782936767958	0.80450434609	0.890141426451	0.906909731622	0.885840372865	0.501257398102	0.898897144848	0.92436649879	0.740155850178	0.903410502926	0.683252173913	0.967155540295	0.763253396106	0.826061258925	0.690592355059	0.87261126378	0.0	0.850870989717	0.609503404141	0.811982972374	0.897426212228	0.788236607483	0.644344405594	0.777494675499	0.817200227316	0.832377494739	0.701982122037	0.765240603131	0.965113075588	0.86404522568	0.681501596868	0.687005889771	0.77152593956	0.88116724918	0.809844337775	0.824123810278	0.74428607004	0.9430312262
AIH007	0.981760210317	0.993121925411	0.987656008496	0.992556501448	0.97931522573	0.992940509325	0.946500563184	0.991321058831	0.980522237113	0.907157568694	0.816788807462	0.941396057281	0.99391483141	0.972313680233	0.993756427207	0.991884618873	0.994929411152	0.969574223245	0.991784344491	0.992945676483	0.778005422649	0.992214838541	0.99342864653	0.990588754535	0.988577914937	0.980459238712	0.992018837807	0.926319813714	0.89121696367	0.992227533334	0.991524525903	0.976278584306	0.968331035829	0.718641211909	0.968228196092	0.745225372261	0.989319092123	0.974884449957	0.990718383654	0.850870989717	0.0	0.760905648375	0.931002205377	0.969357373918	0.990705794757	0.747279058482	0.99107278631	0.993036758585	0.985707916533	0.975985464887	0.993260068737	0.992271651451	0.989789132956	0.986929843524	0.991775858812	0.99236889652	0.985632466447	0.990802276997	0.991717518947	0.98439033366	0.986245237354
AIH037	0.90436067825	0.840246165751	0.856432444582	0.882947032317	0.880008210707	0.912784614618	0.823325788843	0.889050317207	0.959736022542	0.753382234531	0.613538461538	0.908265534725	0.833364310481	0.872754791298	0.874121796274	0.861281642676	0.817708333333	0.831842576029	0.847521642937	0.91302066178	0.675899813584	0.881737361607	0.897206195892	0.835963390729	0.877206065126	0.902237691364	0.928048802739	0.882772509337	0.708147200225	0.921208671657	0.966750779279	0.865036810077	0.906682399784	0.73807500085	0.923231436401	0.757974577601	0.872238859454	0.819762085953	0.878650170048	0.609503404141	0.760905648375	0.0	0.863120291993	0.904305286005	0.863333960306	0.706454888805	0.810998151571	0.847220202065	0.836789115646	0.80318806707	0.872948411718	0.964609616952	0.868154660193	0.850786741357	0.824755976125	0.875265862902	0.877644056646	0.848087392205	0.824525690596	0.8626928173	0.931445101316
AIH020	0.944370112127	0.93643081677	0.936346859244	0.89642028272	0.729546612328	0.963388298984	0.912362426951	0.924133503244	0.981212995806	0.90181393924	0.84610861439	0.945147523417	0.93316873266	0.870087789072	0.846694673902	0.960851996155	0.939079624523	0.936362691068	0.954701972991	0.949291437578	0.869444685091	0.95205751919	0.854980581712	0.894846017078	0.932631536267	0.94314588564	0.9646524072	0.914519783859	0.823124991104	0.958750690558	0.956505142615	0.863300028897	0.947892536816	0.930727946737	0.91393103159	0.795721491001	0.946695681354	0.751083024899	0.937321164003	0.811982972374	0.931002205377	0.863120291993	0.0	0.930081467534	0.953205438346	0.845598189945	0.92154340836	0.966800511042	0.946042282531	0.932494136693	0.90474606891	0.980545048276	0.922520464496	0.980188715431	0.895317492732	0.929429436705	0.967802603662	0.918435353721	0.929570546059	0.892987198677	0.98073804639
AIH036	0.592242128796	0.841129568371	0.778949723043	0.785335152876	0.937274502665	0.796072446238	0.800037285924	0.788075828931	0.880154066976	0.923837212227	0.814617840405	0.741685216282	0.767772296266	0.665839695419	0.873060221624	0.824276924365	0.903364108061	0.714528290445	0.901469095322	0.740182774227	0.799685576824	0.857353407736	0.877310931132	0.768891466329	0.692267121566	0.706663273529	0.425317032425	0.527042890858	0.891679387227	0.756971561639	0.732094629243	0.889285792553	0.794400629919	0.958371461689	0.986525056957	0.942974538207	0.940661792044	0.883987843597	0.934148119482	0.897426212228	0.969357373918	0.904305286005	0.930081467534	0.0	0.917773097702	0.846042471042	0.721913476999	0.834986467484	0.756127735251	0.938171952695	0.861579864805	0.704869778274	0.687352255115	0.948463513365	0.870328950742	0.903854021441	0.911449890593	0.914854079809	0.807284052113	0.952665931135	0.974752718032
AIH079	0.920541585733	0.801885766092	0.849117298883	0.884689251169	0.883578030766	0.879351660015	0.786838556399	0.850572887124	0.959244746154	0.802175980975	0.737882981603	0.960221407613	0.791508058254	0.930723714156	0.859675416435	0.88268786696	0.840867892163	0.860926296751	0.861218794981	0.845927974529	0.813813462982	0.75049909339	0.843889949343	0.785355701632	0.852442474538	0.902339161333	0.931520947177	0.895301801718	0.748120034052	0.92779668007	0.96353928524	0.835739693636	0.952039829853	0.863369319825	0.964696323182	0.834895454896	0.891525071054	0.804775959217	0.868548913185	0.788236607483	0.990705794757	0.863333960306	0.953205438346	0.917773097702	0.0	0.775076911061	0.801353351387	0.875616084672	0.832735689944	0.793147984829	0.85217743091	0.949184399544	0.875267344607	0.801249188475	0.76871309872	0.780639560122	0.863961256819	0.880210993541	0.84720218943	0.915140287197	0.96066331213
AIH026	0.87765102331	0.821306141536	0.806704193235	0.825538024504	0.864518467266	0.863149643206	0.765069538742	0.824748320151	0.954610322276	0.755945801301	0.630321831059	0.944379111151	0.767138793873	0.852046883638	0.822521968929	0.852476773737	0.820390743091	0.849025013583	0.895382565826	0.838932178607	0.634940735089	0.787859767238	0.831864042905	0.783077434247	0.811928091842	0.854742707586	0.921768504482	0.852674654169	0.672806850471	0.890045234836	0.942346296485	0.822826711676	0.921939893802	0.485041307253	0.944019691312	0.634383855238	0.886286442699	0.729363456632	0.884967718249	0.644344405594	0.747279058482	0.706454888805	0.845598189945	0.846042471042	0.775076911061	0.0	0.753220564417	0.830457563576	0.832271689595	0.790596575709	0.846782317148	0.961113492503	0.833759371542	0.817630823754	0.793883506203	0.828220955936	0.886416195928	0.887101237301	0.793060074261	0.831550831813	0.968215421781
AIH059	0.688352983599	0.721456196878	0.670506754078	0.634334642696	0.865305194106	0.677457670541	0.711313506815	0.623171478466	0.850555984815	0.846856204256	0.736240577126	0.829326314724	0.605667159064	0.681895536065	0.823961757428	0.703973316453	0.783321296275	0.670690264052	0.855208430374	0.703525430498	0.630721150615	0.713233902737	0.8060287582	0.598737271408	0.666819374453	0.770880389188	0.835896968627	0.858529221479	0.836878143368	0.751521900025	0.856280663011	0.749583274757	0.858408492298	0.928614820578	0.97221534347	0.929320484309	0.825876648194	0.781130809656	0.784326477522	0.777494675499	0.99107278631	0.810998151571	0.92154340836	0.721913476999	0.801353351387	0.753220564417	0.0	0.66983267872	0.658186875711	0.83098264199	0.685817015443	0.861638965695	0.71556823333	0.83774018356	0.701233725942	0.750977990279	0.823975157585	0.8331941592	0.738899302996	0.893071708663	0.915381161021
AIH065	0.729046231754	0.722173357258	0.646356505375	0.58643820579	0.752359065144	0.612030698364	0.754407547483	0.63577247224	0.916410292619	0.842856932161	0.777874482054	0.938712572201	0.579342501999	0.746629162793	0.770504247647	0.6471380582	0.750213230664	0.703462318559	0.776623753788	0.647356528257	0.637334243748	0.662598628565	0.827125379726	0.624127952044	0.635872488242	0.771015867469	0.841236700719	0.941294925014	0.861242679573	0.754575957624	0.91539957419	0.604694269026	0.889362088836	0.951931291875	0.904767838895	0.941383719278	0.780099405674	0.710315081268	0.671733782437	0.817200227316	0.993036758585	0.847220202065	0.966800511042	0.834986467484	0.875616084672	0.830457563576	0.66983267872	0.0	0.671730064451	0.866629859749	0.602443991853	0.871532008287	0.751699320272	0.881215384139	0.606437839744	0.78724367001	0.826137859168	0.741770197235	0.720108620025	0.903787223007	0.911721935855
AIH047	0.785890928023	0.616126541488	0.652157006944	0.661792972378	0.898382510605	0.663090089597	0.626220936913	0.65007952535	0.897035862698	0.873582168678	0.776793356013	0.934094430916	0.661630913283	0.740393362402	0.771983644396	0.682250935056	0.812154343184	0.750076071703	0.635207598537	0.573071892126	0.683819755403	0.730330089385	0.804949658745	0.616887328019	0.666213526467	0.79923494334	0.881319686353	0.912274854469	0.758887981519	0.821306468523	0.939782451051	0.777981413303	0.892532317801	0.948654695169	0.9710121349	0.936806962203	0.858388549732	0.765647338777	0.794994565997	0.832377494739	0.985707916533	0.836789115646	0.946042282531	0.756127735251	0.832735689944	0.832271689595	0.658186875711	0.671730064451	0.0	0.909193473459	0.723797616625	0.89774115494	0.760376614846	0.826277127664	0.741403609534	0.787831971684	0.818712191856	0.80209353248	0.617564216322	0.913136529841	0.955486757695
AIH021	0.836163319311	0.899542662324	0.908895126055	0.932762748435	0.874113023544	0.929548106644	0.8669306265	0.884379391305	0.974185589088	0.788496420317	0.820644244394	0.970152197994	0.853561411564	0.914921368576	0.891498590596	0.905772331506	0.870973777766	0.872073789938	0.873755084865	0.937855082957	0.830444142797	0.832819027412	0.893668920677	0.756793795195	0.889201316725	0.931155050718	0.953776968179	0.937221130144	0.745060967022	0.83821534789	0.968326986162	0.863105586118	0.949167868454	0.789978039529	0.788102770856	0.865210642668	0.912400672025	0.837263047587	0.906051320951	0.701982122037	0.975985464887	0.80318806707	0.932494136693	0.938171952695	0.793147984829	0.790596575709	0.83098264199	0.866629859749	0.909193473459	0.0	0.879326530363	0.97345959352	0.88668538268	0.625566527081	0.743239101626	0.865111363369	0.887834428469	0.843015521064	0.828498820435	0.774928947698	0.826954804057
AIH064	0.810718924719	0.724024570935	0.588003650871	0.610711472828	0.787153758337	0.743290906303	0.777342389054	0.661091437112	0.878832963861	0.917047125281	0.779737394722	0.945766991132	0.555969252943	0.795863211857	0.731412946806	0.700162435643	0.577791499353	0.56060665408	0.694696175119	0.647668887472	0.643855866482	0.570492364689	0.772853444781	0.625806013423	0.760628451055	0.796321293907	0.826237178891	0.942952703234	0.810430739406	0.828869738721	0.919360238051	0.609921098306	0.897803200678	0.952921411099	0.95448567999	0.935947157282	0.665660108708	0.721785401945	0.759434884418	0.765240603131	0.993260068737	0.872948411718	0.90474606891	0.861579864805	0.85217743091	0.846782317148	0.685817015443	0.602443991853	0.723797616625	0.879326530363	0.0	0.91410049934	0.796375230106	0.838946520409	0.567597338025	0.67321731095	0.858084592392	0.679138745299	0.75131826742	0.897853148115	0.942884508135
AIH078	0.462368859899	0.944624785182	0.92964737258	0.910614149397	0.954487223014	0.901799369622	0.944013641158	0.906525979244	0.868385589275	0.983766598513	0.944442118835	0.743020796483	0.955320304017	0.796347286606	0.857584299674	0.92724422011	0.921081220097	0.775213848748	0.930710833891	0.93276643155	0.917944392566	0.903323051038	0.87153369277	0.902346337383	0.808109667069	0.652751096578	0.676726467563	0.69693877551	0.964786458422	0.802529831999	0.686865986634	0.965470765169	0.687293500932	0.990691087379	0.972446008757	0.975517310027	0.963649016888	0.916262051179	0.921416976514	0.965113075588	0.992271651451	0.964609616952	0.980545048276	0.704869778274	0.949184399544	0.961113492503	0.861638965695	0.871532008287	0.89774115494	0.97345959352	0.91410049934	0.0	0.700134199595	0.983197025385	0.93959264352	0.913273876526	0.983637291754	0.902833377332	0.916105067657	0.97619258484	0.973939981207
AIH068	0.673543861866	0.802915300668	0.786144264697	0.751051217603	0.870816543306	0.788696996503	0.821686746988	0.742737545733	0.865576681216	0.918926566753	0.80175923205	0.74160511535	0.801945412189	0.68366637247	0.68600330385	0.756544658927	0.822890739347	0.663550170646	0.845978476408	0.803211849213	0.748397783836	0.799192846015	0.711482447983	0.741777642357	0.712844233086	0.661603105574	0.742023949513	0.773350597132	0.881908439709	0.697329511644	0.783075743583	0.83571073208	0.67682913747	0.952914345998	0.941898505814	0.930265668575	0.888353968	0.759093583443	0.852614081972	0.86404522568	0.989789132956	0.868154660193	0.922520464496	0.687352255115	0.875267344607	0.833759371542	0.71556823333	0.751699320272	0.760376614846	0.88668538268	0.796375230106	0.700134199595	0.0	0.922961621084	0.80774033462	0.799950670996	0.90535265217	0.820077120199	0.774809364935	0.936619212915	0.952255789412
AIH076	0.934186893011	0.707179413984	0.849924155135	0.886954491307	0.907175466287	0.918474326652	0.839082158788	0.909694273236	0.977377108575	0.815833830356	0.806033752114	0.988621432345	0.71753870422	0.933708532018	0.909299037363	0.885751822561	0.748940951271	0.862796199694	0.857507536808	0.858049366409	0.823122921437	0.751846624227	0.911969029194	0.876419095749	0.849561672194	0.946251534116	0.954310750773	0.946649901951	0.60667756675	0.959404377959	0.980106310194	0.867582807424	0.977191732003	0.790257378764	0.979378307683	0.804294234005	0.871608055101	0.873022648084	0.918577440688	0.681501596868	0.986929843524	0.850786741357	0.980188715431	0.948463513365	0.801249188475	0.817630823754	0.83774018356	0.881215384139	0.826277127664	0.625566527081	0.838946520409	0.983197025385	0.922961621084	0.0	0.78817568796	0.855782102561	0.911845299357	0.922693956576	0.887202347599	0.703568049788	0.974425704088
AIH054	0.809999243628	0.712610617661	0.635964400917	0.67405163664	0.767079438358	0.69498943367	0.731788382375	0.729865010203	0.890126206385	0.739459976503	0.69064844799	0.952565679074	0.651116945797	0.791439420656	0.777804510811	0.670533982044	0.709110011382	0.64271718916	0.69954677476	0.712382190445	0.635195551106	0.610287024134	0.804261084354	0.605628326107	0.656284657258	0.813414384204	0.835216317556	0.927336130878	0.711707742953	0.830239018621	0.918974859267	0.608067719769	0.916205711516	0.898679946682	0.931560822489	0.875526310925	0.718522542558	0.690897109716	0.651139834181	0.687005889771	0.991775858812	0.824755976125	0.895317492732	0.870328950742	0.76871309872	0.793883506203	0.701233725942	0.606437839744	0.741403609534	0.743239101626	0.567597338025	0.93959264352	0.80774033462	0.78817568796	0.0	0.609732832207	0.690075884155	0.659919886227	0.720984389165	0.887662515605	0.933513994607
AIH071	0.886249844664	0.797121248282	0.778142974528	0.740206959327	0.869309932805	0.846909599325	0.783588280478	0.792559216135	0.914649070315	0.841382421756	0.772419277875	0.951393233553	0.741244853061	0.86634836983	0.814910608239	0.61329051105	0.723690454692	0.509901486896	0.682195831392	0.713439905269	0.74514742441	0.712322168609	0.812962331189	0.769280899798	0.744428618946	0.894894565012	0.858690532266	0.942460734304	0.819767863912	0.892866054842	0.912567144483	0.698023697557	0.86606309583	0.936288535636	0.976056467781	0.931771928193	0.602481603893	0.770772227768	0.803706835734	0.77152593956	0.99236889652	0.875265862902	0.929429436705	0.903854021441	0.780639560122	0.828220955936	0.750977990279	0.78724367001	0.787831971684	0.865111363369	0.67321731095	0.913273876526	0.799950670996	0.855782102561	0.609732832207	0.0	0.750197295733	0.718223269214	0.857020784639	0.905173867067	0.954306602696
AIH033	0.925682462207	0.881010143628	0.843543818727	0.820778402853	0.95698342729	0.706156284943	0.854729554713	0.851988720101	0.952871419916	0.545474270836	0.875698122802	0.984334002755	0.838730379933	0.934307599986	0.918290623882	0.806459106727	0.887875235259	0.81596666458	0.838350084398	0.837513161276	0.875677065404	0.834481289498	0.920397744455	0.867831732349	0.780596496996	0.943599681269	0.960402945279	0.963766943516	0.925942495311	0.925838177909	0.973546206182	0.738967721815	0.98284474211	0.942512982359	0.983695984713	0.952804153424	0.844984454488	0.887257747137	0.848358323218	0.88116724918	0.985632466447	0.877644056646	0.967802603662	0.911449890593	0.863961256819	0.886416195928	0.823975157585	0.826137859168	0.818712191856	0.887834428469	0.858084592392	0.983637291754	0.90535265217	0.911845299357	0.690075884155	0.750197295733	0.0	0.852557949959	0.914703194711	0.944174262975	0.971873874955
AIH057	0.77328428426	0.799242315175	0.791916513141	0.667559294571	0.806212701104	0.813187274406	0.856453367967	0.743853032723	0.825466106261	0.916794697681	0.736006709942	0.935674041501	0.751327437415	0.769025923892	0.775057706053	0.745216803577	0.684749206562	0.697479132096	0.69846784072	0.784794501879	0.706161756305	0.782544986613	0.751685416623	0.694160736901	0.785036809058	0.83859830982	0.762131932311	0.934534885186	0.861646072285	0.67639926278	0.823085708215	0.680710919739	0.808011718086	0.957296297753	0.85801613752	0.916901607516	0.687717978527	0.685108178677	0.751573854402	0.809844337775	0.990802276997	0.848087392205	0.918435353721	0.914854079809	0.880210993541	0.887101237301	0.8331941592	0.741770197235	0.80209353248	0.843015521064	0.679138745299	0.902833377332	0.820077120199	0.922693956576	0.659919886227	0.718223269214	0.852557949959	0.0	0.679441925124	0.918250724843	0.870414022363
AIH070	0.762005404323	0.645422408074	0.72293702389	0.737009656251	0.853371177168	0.731473902106	0.727506334507	0.700004622684	0.854250967324	0.86121368055	0.723378203049	0.9490089821	0.697832985131	0.759568783136	0.756833604129	0.757438651325	0.798814285163	0.816854162755	0.71838176246	0.668916343772	0.654891247767	0.788259922535	0.716378365985	0.517957751402	0.749823653891	0.771663052604	0.823806191026	0.90477538451	0.765603534086	0.730755050529	0.930328221234	0.709959847674	0.91793711185	0.921265592213	0.87423413248	0.912993729517	0.879497557206	0.702893960021	0.817741172197	0.824123810278	0.991717518947	0.824525690596	0.929570546059	0.807284052113	0.84720218943	0.793060074261	0.738899302996	0.720108620025	0.617564216322	0.828498820435	0.75131826742	0.916105067657	0.774809364935	0.887202347599	0.720984389165	0.857020784639	0.914703194711	0.679441925124	0.0	0.89623053981	0.874022420092
AIH022	0.958656969751	0.819705742325	0.875340659341	0.900296363759	0.900202846223	0.946299534825	0.90585309168	0.90576688814	0.971890815728	0.848730125161	0.88120932654	0.972667497529	0.804687251059	0.947417087905	0.918575473147	0.925174591277	0.79449572877	0.893439236747	0.935810886918	0.863115429789	0.869384115273	0.833547597658	0.934341396807	0.937109732877	0.87588714415	0.937496683822	0.952893020674	0.941250626409	0.807640134445	0.958106674878	0.977603196724	0.884569316708	0.967778804533	0.863999145529	0.800067649348	0.907716496917	0.897147359248	0.827901828563	0.958706856701	0.74428607004	0.98439033366	0.8626928173	0.892987198677	0.952665931135	0.915140287197	0.831550831813	0.893071708663	0.903787223007	0.913136529841	0.774928947698	0.897853148115	0.97619258484	0.936619212915	0.703568049788	0.887662515605	0.905173867067	0.944174262975	0.918250724843	0.89623053981	0.0	0.987837447669
AIH011	0.892439060652	0.94632619751	0.958436454538	0.957579882873	0.942584490749	0.947105294351	0.9530920049	0.940827203275	0.976768021865	0.973108296998	0.953395778566	0.954553523877	0.922478722332	0.9637365471	0.958733467332	0.946133196043	0.947531057959	0.934806094183	0.919884270071	0.975057417331	0.947302901802	0.965466719612	0.968777901402	0.846443840187	0.947161278319	0.958441558442	0.957614113237	0.976039877686	0.963277241811	0.61565526199	0.965833225243	0.959424259984	0.964071767277	0.975120349972	0.880492803892	0.971370942253	0.962163522013	0.947516415255	0.932176960287	0.9430312262	0.986245237354	0.931445101316	0.98073804639	0.974752718032	0.96066331213	0.968215421781	0.915381161021	0.911721935855	0.955486757695	0.826954804057	0.942884508135	0.973939981207	0.952255789412	0.974425704088	0.933513994607	0.954306602696	0.971873874955	0.870414022363	0.874022420092	0.987837447669	0.0
