	AIH043	AIH063	AIH060	AIH005	AIH082	AIH052	AIH002	AIH058	AIH072	AIH023	AIH039	AIH040	AIH066	AIH035	AIH049	AIH051	AIH055	AIH001	AIH003	AIH056	AIH081	AIH050	AIH061	AIH053	AIH069	AIH030	AIH046	AIH027	AIH074	AIH062	AIH009	AIH042	AIH006	AIH032	AIH086	AIH029	AIH031	AIH083	AIH077	AIH018	AIH007	AIH037	AIH020	AIH036	AIH079	AIH026	AIH059	AIH065	AIH047	AIH021	AIH064	AIH078	AIH068	AIH076	AIH054	AIH071	AIH033	AIH057	AIH070	AIH022	AIH011
AIH039	0.729924426398	0.706585155901	0.730267652462	0.611184643369	0.75534889501	0.810394222993	0.709380607557	0.752057215111	0.961271774932	0.802879190845	0.0	0.921726145841	0.667607849632	0.581990817028	0.789682329132	0.751888931261	0.640261276385	0.769142968162	0.868130242121	0.768344203693	0.516401124649	0.77054084045	0.82796539168	0.690014208232	0.727005709383	0.847040388641	0.852157421337	0.885912972753	0.625480724135	0.738823403534	0.747421114558	0.632581726709	0.770142659607	0.753142307501	0.942847209562	0.703463555503	0.706849417049	0.699906082537	0.679557363828	0.6076201533	0.816788807462	0.613538461538	0.84610861439	0.814617840405	0.737882981603	0.630321831059	0.736240577126	0.777874482054	0.776793356013	0.820644244394	0.779737394722	0.944442118835	0.80175923205	0.806033752114	0.69064844799	0.772419277875	0.875698122802	0.736006709942	0.723378203049	0.88120932654	0.953395778566
AIH040	0.741241459514	0.965355656621	0.940882444474	0.888424354994	0.932573978047	0.927684003085	0.916533029051	0.945008156156	0.83740786522	0.927568350612	0.921726145841	0.0	0.944861378613	0.724557468351	0.92709923906	0.937058823529	0.949812851796	0.718396142801	0.970355534628	0.953129433127	0.895268705908	0.954448937259	0.958660545428	0.954759039124	0.87973398054	0.714012050054	0.751857179589	0.744310910612	0.950706434325	0.686712151571	0.728312111388	0.959337457307	0.694437456644	0.961311088599	0.98664427876	0.953355913134	0.951944608132	0.918537196603	0.943165740709	0.915646370602	0.941396057281	0.908265534725	0.945147523417	0.741685216282	0.960221407613	0.944379111151	0.829326314724	0.938712572201	0.934094430916	0.970152197994	0.945766991132	0.743020796483	0.74160511535	0.988621432345	0.952565679074	0.951393233553	0.984334002755	0.935674041501	0.9490089821	0.972667497529	0.954553523877
AIH066	0.753105181635	0.508705090912	0.454032487888	0.592565185579	0.848460585349	0.692410825779	0.711857172362	0.599900368037	0.944848564251	0.859133726658	0.667607849632	0.944861378613	0.0	0.700467736517	0.77197860267	0.641037951635	0.628875828852	0.691653287729	0.802308258846	0.486676823833	0.591563737858	0.522145895235	0.831002786241	0.603708105992	0.607084012433	0.820796632987	0.845830353065	0.926026292019	0.748455999126	0.777634625258	0.89838752264	0.645415537224	0.90374814234	0.924421343229	0.947030681657	0.897548631367	0.753961981058	0.725668722151	0.704346462711	0.746696508249	0.99391483141	0.833364310481	0.93316873266	0.767772296266	0.791508058254	0.767138793873	0.605667159064	0.579342501999	0.661630913283	0.853561411564	0.555969252943	0.955320304017	0.801945412189	0.71753870422	0.651116945797	0.741244853061	0.838730379933	0.751327437415	0.697832985131	0.804687251059	0.922478722332
AIH035	0.567471885874	0.794171461688	0.71841427998	0.590936104597	0.811788129129	0.754352169854	0.809376559925	0.724303383124	0.869844219495	0.920019030502	0.581990817028	0.724557468351	0.700467736517	0.0	0.795984282908	0.705001548399	0.694918978303	0.713652273416	0.88886913229	0.749557341857	0.682056167641	0.834604747541	0.839551957674	0.685229957564	0.625531001931	0.671859867598	0.722143243131	0.803848787953	0.850802820215	0.570607117934	0.577486885326	0.680773817411	0.570190915076	0.962799498082	0.967655771939	0.952484447653	0.73289047408	0.745852050187	0.617630594821	0.814014923936	0.972313680233	0.872754791298	0.870087789072	0.665839695419	0.930723714156	0.852046883638	0.681895536065	0.746629162793	0.740393362402	0.914921368576	0.795863211857	0.796347286606	0.68366637247	0.933708532018	0.791439420656	0.86634836983	0.934307599986	0.769025923892	0.759568783136	0.947417087905	0.9637365471
AIH049	0.842298834771	0.765833985904	0.741599116246	0.773021585471	0.806155110075	0.809060829931	0.827537541163	0.74510042128	0.920301610645	0.907330049261	0.789682329132	0.92709923906	0.77197860267	0.795984282908	0.0	0.770694243909	0.778079402782	0.817026724021	0.828946059108	0.785095835842	0.715617969233	0.755312090238	0.578904469486	0.713198593646	0.787200259235	0.79177276118	0.848081761006	0.898710718451	0.811174789503	0.841262348107	0.906463977296	0.773547980934	0.827995696789	0.941634985983	0.909699539385	0.865304656184	0.852537369193	0.648668598953	0.816911423713	0.810798338717	0.993756427207	0.874121796274	0.846694673902	0.873060221624	0.859675416435	0.822521968929	0.823961757428	0.770504247647	0.771983644396	0.891498590596	0.731412946806	0.857584299674	0.68600330385	0.909299037363	0.777804510811	0.814910608239	0.918290623882	0.775057706053	0.756833604129	0.918575473147	0.958733467332
AIH051	0.757512489117	0.714861688585	0.656530032919	0.679435763852	0.846233333031	0.707988638381	0.772909960367	0.70421493929	0.904610750695	0.91881599154	0.751888931261	0.937058823529	0.641037951635	0.705001548399	0.770694243909	0.0	0.755069607216	0.601207231013	0.716294931266	0.65294515633	0.607444425297	0.772254512754	0.837067317202	0.664875540968	0.690555788657	0.790013412317	0.829453372838	0.948387899139	0.884945024563	0.775906538475	0.894490200314	0.727692843351	0.884924393275	0.963561746051	0.960725244073	0.953509272356	0.604448305192	0.753954715363	0.720683553364	0.83406730611	0.991884618873	0.861281642676	0.960851996155	0.824276924365	0.88268786696	0.852476773737	0.703973316453	0.6471380582	0.682250935056	0.905772331506	0.700162435643	0.92724422011	0.756544658927	0.885751822561	0.670533982044	0.61329051105	0.806459106727	0.745216803577	0.757438651325	0.925174591277	0.946133196043
AIH055	0.765805198318	0.687723359923	0.729754151124	0.653442273709	0.843748081494	0.835387339074	0.808182832062	0.796696722002	0.923059832478	0.858061728728	0.640261276385	0.949812851796	0.628875828852	0.694918978303	0.778079402782	0.755069607216	0.0	0.662882596845	0.789140319818	0.744037314294	0.707134387682	0.621194675414	0.836918531637	0.781782492873	0.730061778253	0.869865480542	0.824352714899	0.933051514383	0.759852536691	0.752580056413	0.781550358047	0.656846313523	0.747798699993	0.920869096555	0.955837408313	0.90606794826	0.534952544391	0.701338139221	0.680333684917	0.737826700431	0.994929411152	0.817708333333	0.939079624523	0.903364108061	0.840867892163	0.820390743091	0.783321296275	0.750213230664	0.812154343184	0.870973777766	0.577791499353	0.921081220097	0.822890739347	0.748940951271	0.709110011382	0.723690454692	0.887875235259	0.684749206562	0.798814285163	0.79449572877	0.947531057959
AIH001	0.679873980273	0.804915257079	0.726452506848	0.64829761121	0.831570492533	0.770426301042	0.771144144991	0.754785446705	0.835250586773	0.884137827329	0.769142968162	0.718396142801	0.691653287729	0.713652273416	0.817026724021	0.601207231013	0.662882596845	0.0	0.675324144137	0.68254131822	0.687755398973	0.649162436548	0.827668051199	0.725890544117	0.694259487839	0.733549020223	0.713110890389	0.805125526595	0.840633982097	0.695958185523	0.782539374258	0.711714954112	0.709894879138	0.919836581019	0.959952580133	0.925403904568	0.57914783647	0.778168429833	0.8149118162	0.773611750429	0.969574223245	0.831842576029	0.936362691068	0.714528290445	0.860926296751	0.849025013583	0.670690264052	0.703462318559	0.750076071703	0.872073789938	0.56060665408	0.775213848748	0.663550170646	0.862796199694	0.64271718916	0.509901486896	0.81596666458	0.697479132096	0.816854162755	0.893439236747	0.934806094183
AIH003	0.863701122087	0.678236080465	0.81255174317	0.826345292356	0.917297860848	0.862353032972	0.789354045951	0.807375942546	0.872806259072	0.948172038621	0.868130242121	0.970355534628	0.802308258846	0.88886913229	0.828946059108	0.716294931266	0.789140319818	0.675324144137	0.0	0.619654890827	0.802170934093	0.777527706458	0.822143171125	0.680585154898	0.850055871512	0.84733486465	0.85711282524	0.949270120989	0.788141749443	0.863540426453	0.952308644058	0.812144051437	0.931860413577	0.951105748659	0.921950215829	0.945116723639	0.677562025793	0.806282520054	0.841774892762	0.862079395085	0.991784344491	0.847521642937	0.954701972991	0.901469095322	0.861218794981	0.895382565826	0.855208430374	0.776623753788	0.635207598537	0.873755084865	0.694696175119	0.930710833891	0.845978476408	0.857507536808	0.69954677476	0.682195831392	0.838350084398	0.69846784072	0.71838176246	0.935810886918	0.919884270071
AIH056	0.808592872402	0.524389482231	0.583468540212	0.637169148605	0.905859648981	0.713775280809	0.65670867586	0.607542068599	0.927660624122	0.929520650126	0.768344203693	0.953129433127	0.486676823833	0.749557341857	0.785095835842	0.65294515633	0.744037314294	0.68254131822	0.619654890827	0.0	0.656014287541	0.611862725025	0.806391807883	0.585563739084	0.658720160222	0.828807610028	0.870183716337	0.943626865434	0.774686724471	0.852105804248	0.947918802543	0.7573246374	0.925363777345	0.977548019174	0.95368861128	0.944241280606	0.759378225757	0.807599735618	0.862644206857	0.834185131853	0.992945676483	0.91302066178	0.949291437578	0.740182774227	0.845927974529	0.838932178607	0.703525430498	0.647356528257	0.573071892126	0.937855082957	0.647668887472	0.93276643155	0.803211849213	0.858049366409	0.712382190445	0.713439905269	0.837513161276	0.784794501879	0.668916343772	0.863115429789	0.975057417331
AIH081	0.721037399644	0.660487437659	0.624102518203	0.606745989209	0.694395014006	0.711769321957	0.710274665829	0.625276417304	0.949339725617	0.844600330172	0.516401124649	0.895268705908	0.591563737858	0.682056167641	0.715617969233	0.607444425297	0.707134387682	0.687755398973	0.802170934093	0.656014287541	0.0	0.712637841275	0.794512671815	0.579243386195	0.702180151843	0.765708795528	0.811733580915	0.893021099197	0.690612254719	0.77793490388	0.88587171791	0.673717958321	0.864603967907	0.770473066596	0.930020230911	0.747629305559	0.745758245495	0.67435294529	0.781048664104	0.62003712255	0.778005422649	0.675899813584	0.869444685091	0.799685576824	0.813813462982	0.634940735089	0.630721150615	0.637334243748	0.683819755403	0.830444142797	0.643855866482	0.917944392566	0.748397783836	0.823122921437	0.635195551106	0.74514742441	0.875677065404	0.706161756305	0.654891247767	0.869384115273	0.947302901802
AIH050	0.859134262656	0.677798773027	0.566313574406	0.711804882775	0.874839106712	0.729501267963	0.690583776531	0.680346274178	0.866387212223	0.805669998829	0.77054084045	0.954448937259	0.522145895235	0.834604747541	0.755312090238	0.772254512754	0.621194675414	0.649162436548	0.777527706458	0.611862725025	0.712637841275	0.0	0.765473354601	0.675674178824	0.694449958144	0.836157011009	0.870963697308	0.922606041541	0.716592849977	0.854741020192	0.959742314951	0.731061744553	0.907365391576	0.885066069304	0.966100791751	0.862257959018	0.739733910222	0.743023623309	0.764048825971	0.755184903223	0.992214838541	0.881737361607	0.95205751919	0.857353407736	0.75049909339	0.787859767238	0.713233902737	0.662598628565	0.730330089385	0.832819027412	0.570492364689	0.903323051038	0.799192846015	0.751846624227	0.610287024134	0.712322168609	0.834481289498	0.782544986613	0.788259922535	0.833547597658	0.965466719612
AIH061	0.887769398521	0.803991559844	0.824603533132	0.820348771374	0.858539275587	0.833314180893	0.849258043979	0.792120410216	0.828129714665	0.879288816793	0.82796539168	0.958660545428	0.831002786241	0.839551957674	0.578904469486	0.837067317202	0.836918531637	0.827668051199	0.822143171125	0.806391807883	0.794512671815	0.765473354601	0.0	0.733001558663	0.832467161869	0.838423996613	0.843245144594	0.8988832003	0.803335757655	0.864690927172	0.931384572535	0.768824724351	0.861521721823	0.942256255307	0.950973804936	0.922442846976	0.912851971474	0.671931522675	0.851921772499	0.836051323546	0.99342864653	0.897206195892	0.854980581712	0.877310931132	0.843889949343	0.831864042905	0.8060287582	0.827125379726	0.804949658745	0.893668920677	0.772853444781	0.87153369277	0.711482447983	0.911969029194	0.804261084354	0.812962331189	0.920397744455	0.751685416623	0.716378365985	0.934341396807	0.968777901402
AIH053	0.68179235904	0.581258709309	0.656715192526	0.670199746396	0.774618823799	0.673983534711	0.651803336639	0.596368625657	0.881038265591	0.925442258597	0.690014208232	0.954759039124	0.603708105992	0.685229957564	0.713198593646	0.664875540968	0.781782492873	0.725890544117	0.680585154898	0.585563739084	0.579243386195	0.675674178824	0.733001558663	0.0	0.694069549096	0.741183872902	0.818473895582	0.93306429363	0.73826130083	0.716678369873	0.907443770082	0.720629529923	0.901489117984	0.934894927284	0.841221553831	0.900542865085	0.841132100661	0.71331299813	0.760345463163	0.782936767958	0.990588754535	0.835963390729	0.894846017078	0.768891466329	0.785355701632	0.783077434247	0.598737271408	0.624127952044	0.616887328019	0.756793795195	0.625806013423	0.902346337383	0.741777642357	0.876419095749	0.605628326107	0.769280899798	0.867831732349	0.694160736901	0.517957751402	0.937109732877	0.846443840187
AIH069	0.722339394393	0.705099380209	0.665498300189	0.637805908571	0.86544399738	0.630870227542	0.745557775208	0.745221948872	0.851174179945	0.787981272377	0.727005709383	0.87973398054	0.607084012433	0.625531001931	0.787200259235	0.690555788657	0.730061778253	0.694259487839	0.850055871512	0.658720160222	0.702180151843	0.694449958144	0.832467161869	0.694069549096	0.0	0.717741603321	0.790118051084	0.880326049921	0.812538198136	0.756513770318	0.842295395092	0.749108274047	0.74299595877	0.941365897858	0.964885028851	0.9217413738	0.828654546749	0.73564476607	0.710467640817	0.80450434609	0.988577914937	0.877206065126	0.932631536267	0.692267121566	0.852442474538	0.811928091842	0.666819374453	0.635872488242	0.666213526467	0.889201316725	0.760628451055	0.808109667069	0.712844233086	0.849561672194	0.656284657258	0.744428618946	0.780596496996	0.785036809058	0.749823653891	0.87588714415	0.947161278319
AIH030	0.67856561555	0.833201925745	0.823622467933	0.781015049618	0.886872086287	0.80054910433	0.827948563012	0.817269536692	0.78384660767	0.948725583952	0.847040388641	0.714012050054	0.820796632987	0.671859867598	0.79177276118	0.790013412317	0.869865480542	0.733549020223	0.84733486465	0.828807610028	0.765708795528	0.836157011009	0.838423996613	0.741183872902	0.717741603321	0.0	0.665795097089	0.714884167188	0.901226478132	0.710062921326	0.621362462231	0.829658178555	0.726696951371	0.966659666513	0.939866012455	0.940517916624	0.891256058158	0.783874294039	0.79716628628	0.890141426451	0.980459238712	0.902237691364	0.94314588564	0.706663273529	0.902339161333	0.854742707586	0.770880389188	0.771015867469	0.79923494334	0.931155050718	0.796321293907	0.652751096578	0.661603105574	0.946251534116	0.813414384204	0.894894565012	0.943599681269	0.83859830982	0.771663052604	0.937496683822	0.958441558442
AIH046	0.626948815483	0.879405309148	0.871552409672	0.801929844295	0.872539847465	0.851247353363	0.894985261167	0.873356960766	0.819137658271	0.95863965727	0.852157421337	0.751857179589	0.845830353065	0.722143243131	0.848081761006	0.829453372838	0.824352714899	0.713110890389	0.85711282524	0.870183716337	0.811733580915	0.870963697308	0.843245144594	0.818473895582	0.790118051084	0.665795097089	0.0	0.531538389965	0.921893135719	0.696793111473	0.651361992625	0.817508379254	0.753545554336	0.981633938012	0.952712223003	0.965871201206	0.853673024031	0.774784707002	0.80610396028	0.906909731622	0.992018837807	0.928048802739	0.9646524072	0.425317032425	0.931520947177	0.921768504482	0.835896968627	0.841236700719	0.881319686353	0.953776968179	0.826237178891	0.676726467563	0.742023949513	0.954310750773	0.835216317556	0.858690532266	0.960402945279	0.762131932311	0.823806191026	0.952893020674	0.957614113237
AIH027	0.726175685483	0.922338929086	0.921276851074	0.902843563192	0.951561739039	0.933583555825	0.901649080969	0.930974592883	0.891336368133	0.90419472336	0.885912972753	0.744310910612	0.926026292019	0.803848787953	0.898710718451	0.948387899139	0.933051514383	0.805125526595	0.949270120989	0.943626865434	0.893021099197	0.922606041541	0.8988832003	0.93306429363	0.880326049921	0.714884167188	0.531538389965	0.0	0.885451649902	0.828253218355	0.712049182933	0.910390474469	0.789318886833	0.89538154469	0.957296974003	0.882087425673	0.948305088458	0.894936143932	0.930786685024	0.885840372865	0.926319813714	0.882772509337	0.914519783859	0.527042890858	0.895301801718	0.852674654169	0.858529221479	0.941294925014	0.912274854469	0.937221130144	0.942952703234	0.69693877551	0.773350597132	0.946649901951	0.927336130878	0.942460734304	0.963766943516	0.934534885186	0.90477538451	0.941250626409	0.976039877686
AIH074	0.920305070457	0.703297413967	0.819483447071	0.761398057033	0.730262355864	0.902876437291	0.716186711109	0.867247078052	0.959500097431	0.796508825369	0.625480724135	0.950706434325	0.748455999126	0.850802820215	0.811174789503	0.884945024563	0.759852536691	0.840633982097	0.788141749443	0.774686724471	0.690612254719	0.716592849977	0.803335757655	0.73826130083	0.812538198136	0.901226478132	0.921893135719	0.885451649902	0.0	0.935629976538	0.943927750724	0.780940140232	0.930607738589	0.766198392832	0.920314026608	0.672015199938	0.881980148154	0.719048625702	0.876889126961	0.501257398102	0.89121696367	0.708147200225	0.823124991104	0.891679387227	0.748120034052	0.672806850471	0.836878143368	0.861242679573	0.758887981519	0.745060967022	0.810430739406	0.964786458422	0.881908439709	0.60667756675	0.711707742953	0.819767863912	0.925942495311	0.861646072285	0.765603534086	0.807640134445	0.963277241811
AIH062	0.561413847863	0.845661338893	0.828273452482	0.641040338182	0.839022522501	0.789915687603	0.856089866586	0.764748985507	0.835587193108	0.937155093301	0.738823403534	0.686712151571	0.777634625258	0.570607117934	0.841262348107	0.775906538475	0.752580056413	0.695958185523	0.863540426453	0.852105804248	0.77793490388	0.854741020192	0.864690927172	0.716678369873	0.756513770318	0.710062921326	0.696793111473	0.828253218355	0.935629976538	0.0	0.648028915614	0.729449512425	0.635937268095	0.983288602139	0.884102579427	0.967864637442	0.76495459801	0.782705321248	0.727557327482	0.898897144848	0.992227533334	0.921208671657	0.958750690558	0.756971561639	0.92779668007	0.890045234836	0.751521900025	0.754575957624	0.821306468523	0.83821534789	0.828869738721	0.802529831999	0.697329511644	0.959404377959	0.830239018621	0.892866054842	0.925838177909	0.67639926278	0.730755050529	0.958106674878	0.61565526199
AIH009	0.588518109312	0.946934082666	0.922578474865	0.763235350988	0.882777736577	0.922320318667	0.946865330604	0.925222847291	0.900129964588	0.973251112127	0.747421114558	0.728312111388	0.89838752264	0.577486885326	0.906463977296	0.894490200314	0.781550358047	0.782539374258	0.952308644058	0.947918802543	0.88587171791	0.959742314951	0.931384572535	0.907443770082	0.842295395092	0.621362462231	0.651361992625	0.712049182933	0.943927750724	0.648028915614	0.0	0.798476448705	0.658279247638	0.987458109069	0.983957982474	0.981881921759	0.794675328281	0.860979146395	0.6107131576	0.92436649879	0.991524525903	0.966750779279	0.956505142615	0.732094629243	0.96353928524	0.942346296485	0.856280663011	0.91539957419	0.939782451051	0.968326986162	0.919360238051	0.686865986634	0.783075743583	0.980106310194	0.918974859267	0.912567144483	0.973546206182	0.823085708215	0.930328221234	0.977603196724	0.965833225243
