"","Pvalues","FDR"
"Bacteroides_plebeius",4.9216e-06,0.00093018
"Paraprevotella_clara",3.6328e-05,0.003433
"Parabacteroides_goldsteinii",0.0004618,0.025552
"Christensenella_minuta",0.00054079,0.025552
"OTU516|NN=Prevotella_copri_AB064923|D=96_6",0.0010753,0.040645
"Alistipes_indistinctus",0.0016582,0.049595
"OTU1337|NN=Desulfovibrio_desulfuricans_DVURRDA|D=89",0.0019038,0.049595
"OTU810|NN=Soleaferrea_massiliensis_JX101688|D=87_6",0.0020992,0.049595
