"","Pvalues","FDR","AIH","healthy","nonAIHhepControl","LDAscore"
"Desulfovibrionales",0.00090354,0.020781,2161.51381722254,14152.7047256242,998.498475611843,3.82
"Erysipelotrichales",0.0027175,0.031251,214708.280218436,144732.482201631,34010.5500562379,4.96
