#NAME	AIH049	AIH050	AIH051	AIH053	AIH054	AIH055	AIH056	AIH057	AIH060	AIH061	AIH062	AIH063	AIH064	AIH065	AIH066	AIH076	AIH081	AIH082	AIH083	AIH001	AIH002	AIH003	AIH005	AIH006	AIH007	AIH009	AIH020	AIH021	AIH022	AIH026	AIH029	AIH030	AIH032	AIH036	AIH037	AIH039	AIH042	AIH070	AIH074	AIH077
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	2	0	0	4	0	0	4	0	0	0	0	1	5	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Acidaminococcaceae; Phascolarctobacterium; OTU825|NN=Phascolarctobacterium_faecium_X72867|D=90.3	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenella; OTU1196|NN=Christensenella_minuta_AB490809|D=86.5	89	0	6	0	76	7	1	982	4	0	0	0	5	28	0	0	0	0	0	0	11	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	1	0	0	0	0	4	0	6	0	0	3	0	0	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	0	1	0	0	0	0	3	16	0	0	0	0	0	2	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Leptotrichiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	9	8	0	0	0	0	7	0	0	0	0
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Acidaminococcaceae; Phascolarctobacterium; Phascolarctobacterium_succinatutens	0	0	1	0	4	0	3	7	1	0	0	0	7	1	0	0	0	0	0	0	1	3	1	2	0	0	0	3	11	2772	0	385	1	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Tyzzerella; OTU434|NN=Clostridium_lactatifermentans_AY033434|D=95.2	0	19	0	0	0	0	0	0	136	179	38	36	0	0	0	0	0	4	0	0	51	0	81	276	0	0	0	0	0	0	0	0	0	46	0	0	59	19	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Anaerofustis; Anaerofustis_stercorihominis	0	2	4	2	2	0	1	6	0	0	0	0	7	7	1	0	2	5	2	0	12	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU995|NN=Gemmiger_formicilis_GU562446|D=92	40	3	8	12	22	15	8	11	31	25	3	1	12	2	8	0	11	56	55	0	14	1	20	5	0	4	252	0	0	18	3	6	0	7	2	13	5	3	8	13
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae	1	0	0	4	1	0	6	0	0	1	3	1	2	4	0	0	0	0	5	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; unclassified; OTU1677|NN=Christensenella_minuta_AB490809|D=89.2	5	2	2	0	0	0	0	1	0	9	0	0	0	6	0	0	0	0	0	0	11	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Anaerotruncus; Anaerotruncus_colihominis	0	2	82	0	3	8	0	0	3	0	4	2	0	2	1	1	18	1	1	0	20	0	10	0	0	2	0	0	0	0	0	0	0	0	0	8	3	0	3	0
Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter; Campylobacter_gracilis	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	128	0	0	14	0	0	0	0	0	6	0	6	6	18	0	4	0	33	0	0	0	0	1
Bacteria; Firmicutes; Clostridia; Clostridiales	1	6	3	0	0	7	0	5	2	1	2	0	0	3	0	0	0	0	0	0	25	0	14	4	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Paraprevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU1493|NN=Gemmiger_formicilis_GU562446|D=92.7	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	3	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0
Bacteria; Firmicutes; Bacilli; Lactobacillales; Aerococcaceae; Abiotrophia; Abiotrophia_defectiva	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	1	0	0	0	3	17	0	0	0	0	0	0	10	3	0	1	0	0
Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Chryseobacterium; OTU299|NN=Chryseobacterium_hominis_AM261868|D=96.7	0	0	1	7	0	2	0	2	0	0	1	0	0	4	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	6	2	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU1225|NN=Ruminococcus_bromii_DQ882649|D=90.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; unclassified	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	22	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Acidaminococcaceae; Acidaminococcus	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	21	0	0	1	0	398	0	0	1	1	0	2	0	0	0	278	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_methylpentosum	1	1	1	0	6	3	0	19	2	0	0	0	9	6	0	0	0	0	13	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; unclassified; OTU1030|NN=Gordonibacter_pamelaeae_AB566419|D=87.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; unclassified; OTU98|NN=Christensenella_minuta_AB490809|D=84.9	3	0	2	0	26	0	6	42	25	0	9	0	29	0	0	0	0	0	12	0	13	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Cyanobacteria[Melainabacteria]; [Melainabacteria]; [Melainabacteriales]; [Melainabacteriaceae]; [Melainabacter]; OTU1328|NN=Melainabacter_A1|D=90.6	0	13	0	0	0	74	0	0	0	0	3	8	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	67	0	14	0	0	0	0	0	309	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae; Peptococcus; OTU1224|NN=Peptococcus_niger_AB644260|D=87.1	4	8	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; Alistipes_onderdonkii	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	1	213	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Akkermansia	0	0	0	0	0	4	1	0	0	0	0	0	0	18	40	0	0	0	0	0	3	0	1	0	0	0	0	0	0	10	0	2	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	1244	2	3	96	56	3	182	42	68	1277	25	285	110	21	29	0	5	612	278	0	20	62	18	112	0	45	0	21	75	17	4	7	2	31	229	61	192	74	3	1
Bacteria; Firmicutes; Clostridia; Clostridiales	0	0	0	0	26	0	0	8	0	0	5	0	19	12	0	0	0	0	0	0	11	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU1033|NN=Ruminococcus_bromii_DQ882649|D=88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	0	6	1	0	0	0	1	5	6	0	0	0	6	0	1	0	1	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU311|NN=Prevotella_copri_AB064923|D=90.1	0	1	0	1	0	0	0	0	1	0	2	0	9	3	0	0	0	0	0	0	4	0	2	1317	0	43	0	2	17	0	5	1309	0	0	3	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified	1	2	0	0	9	0	0	3	0	0	4	2	2	3	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	21
Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Holdemania; Holdemania_filiformis	0	0	0	7	8	0	0	6	7	7	1	11	4	3	2	78	0	2	0	0	8	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus	0	2	1	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	4	0	0	1	11	2	4	193	0	1	0	23	8	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU957|NN=Anoxystipes_fissicatena_NR_104800.1|D=93.2	107	8	6	0	2	0	337	2	0	9	0	44	1	13	7	0	0	34	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	38	80	0	0	114	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiales Family XIII. Incertae Sedis; Mogibacterium; OTU129|NN=Mogibacterium_neglectum_AB037875|D=94.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU1683|NN=Ruminococcus_bromii_DQ882649|D=90	1	0	5	0	3	25	3	75	7	0	3	0	6	5	0	0	0	17	5	0	5	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylobacteriaceae; Methylobacterium; Methylobacterium_jeotgali	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	4	0	0	3	0	0	0	0	0
Bacteria; Actinobacteria	297	0	1	3	0	0	2	0	0	143	0	0	0	0	0	0	102	0	0	0	1	0	18	12	0	9	0	1	1	2	0	21	0	0	0	8	28	0	0	1
Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae	0	2	1	3	0	0	0	6	1	0	2	0	0	0	0	0	0	0	0	0	4	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Megasphaera	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	9	0	0	0	4	1	0	178	0	0	86	1	30	36	4620	0	968	0	286	10	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Oribacterium; Oribacterium_sinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified	1	0	3	0	0	1	2	13	16	1	3	15	0	5	0	18	0	1	1	0	6	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	13
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Megasphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	8	1	0	0	7	0	41	184	1	11040	2	8	37	0	0	4	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; Lachnoclostridium_asparagiforme	0	3	1	4	1	4	0	4	3	0	0	11	0	1	7	0	6	0	4	0	2	0	1	0	0	2	0	2	48	0	0	1	0	1	8	10	9	0	14	2
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; Lachnoclostridium_hathewayi	0	0	0	1	0	0	0	2	0	2	0	1	0	0	0	121	0	4	0	0	3	4	0	0	0	0	0	30	0	0	0	0	0	1	3	6	0	0	8	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU1490|NN=Clostridium_bolteae_AJ508452|D=91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	95	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
Bacteria; Firmicutes; Clostridia; Clostridiales	2	5	1	0	0	3	0	0	1	5	9	0	6	8	0	0	0	0	11	0	2	0	3	1	0	0	0	2	0	0	0	0	0	13	0	0	0	0	0	3
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	781	0	0	0	2	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; OTU599|NN=Roseburia_intestinalis_AB661435|D=94	5	0	0	0	0	17	1	22	0	0	0	0	0	25	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenella	3	5	0	0	0	0	0	5	0	1	0	0	2	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Sutterellaceae; unclassified	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU500|NN=Oscillibacter_valericigenes_AB238598|D=90.6	419	809	706	0	0	117	36	0	1	484	62	0	0	306	1	0	0	0	117	0	6	3	245	163	0	42	0	11	39	0	4	1932	0	13	0	0	0	1	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	1	0	1	86	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella_buccae	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	170	0	3	6	2	0	30020	1	0	1	0	2	183	2	409	0	0	2	0	0	1	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	8	3	2	0	0	0	0	19	3	1	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	6	0	1	0	0	2	2	0	4
Bacteria; Firmicutes; Clostridia; Clostridiales	0	834	0	0	0	0	0	0	128	0	0	0	0	1	0	0	17	1	0	0	3	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Erysipelatoclostridium; Erysipelatoclostridium_innocuum	0	0	3	0	1	0	0	0	0	0	0	0	2	1	0	70	0	15	0	0	2	0	0	0	0	0	0	89	89	0	0	0	0	0	0	4	6	0	11	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	5	15	4	14	0	3	28	0	0	5	0	10	3	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU1638|NN=Prevotella_melaninogenica_AY323525|D=97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	1	0	0	4	24	4	51	0	6	0	6	0	0	5	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU175|NN=Roseburia_hominis_AB661434|D=94.3	650	35	16	3	0	3	11	12	29	205	12	0	29	0	0	0	0	1	45	0	2	0	1	2	0	2	0	0	1	0	0	0	0	0	1	1	0	1	0	1
Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Dielma; Dielma_fastidiosa	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	1	5	0	0	0	0	0	0	1	0	0	0	1	0	0	0	20	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; Lachnoclostridium_citroniae	1	7	0	6	3	7	0	8	6	3	1	6	2	7	0	13	4	140	16	0	1	4	5	0	0	2	39	262	26	0	870	4	0	2	26	51	9	5	53	21
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	4	1	0	2	18	0	3	0	6	4	0	0	3	2	0	0	20	10	12	0	3	4	20	1	0	0	9	0	0	77	3	0	7	6	2	13	6	0	26	14
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU687|NN=Prevotella_oulora_PVORR16SH|D=91.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	1	3	8	0	0	0	0	0	0	0	2	0
Bacteria; Firmicutes; Clostridia; Clostridiales	6	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	2	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	2	0	3	7	0	1	4	0	0	1	0	3	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Leptotrichia; Leptotrichia_buccalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenella; OTU402|NN=Christensenella_minuta_AB490809|D=85.4	155	64	9	1	0	0	1	0	0	0	111	0	329	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Oribacterium; Oribacterium_sinus	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	3	1	0	1	0	0	14	14	0	1	0	0	0	0	4	0	0	0	2	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Parabacteroides; Parabacteroides_goldsteinii	4	182	60	38	196	0	27	340	29	0	52	364	56	664	26	12	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	15	18	4	2
Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; OTU1004|NN=Neisseria_subflava_FJ823143|D=96.5	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	10	0	0	0	0	2	0	0	0	0	0	49	0	0	0	3	0	0	0	3	0	0	0	1	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; unclassified; OTU555|NN=Christensenella_minuta_AB490809|D=88.7	0	0	1	0	115	0	156	50	4	0	0	32	177	0	0	0	0	0	4	0	4	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Megasphaera; OTU301|NN=Megasphaera_elsdenii_DQ146765|D=93.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78
Bacteria; Firmicutes; Clostridia; Clostridiales; [Mogibacteriaceae]; unclassified; OTU1710|NN=Eubacterium_saphenum_GU427005|D=89.7	2	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas	2	2	2	4	3	1	0	20	5	0	4	4	0	0	0	0	2	0	0	0	1	0	4	5	0	1	0	0	1	0	0	0	4	0	0	1	1	10	8	1
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides_clarus	102	2	0	1	1073	0	1	27	2	3	1	0	0	0	3	0	0	0	245	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	297
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU1478|NN=Ruminococcus_flavefaciens_AY349157|D=94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridium; Clostridium_sordellii	0	0	0	3	0	1	0	0	0	0	5	0	1	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides_plebeius	1	0	9	6	1	1	0	9	2	1	0	0	5	0	0	0	0	0	0	0	1	0	5	10	2	0	0	26	51130	0	3	16	2	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	1	10	0	0	8	0	9	4	0	3	0	6	1	17	0	0	0	13	0	0	1	0	8	0	0	0	0	0	0	5	0	0	0	0	0	0	3	29	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella	0	0	0	1	0	605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	4	1	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU798|NN=Oscillibacter_valericigenes_AB238598|D=90.1	1725	1036	756	1711	3	2654	110	74	1197	521	131	488	2	76	0	0	0	0	193	0	2	1	2	3877	0	0	1	4	0	0	0	0	0	605	0	0	17	0	1	1
Bacteria; Unclassified; unclassified; unclassified; unclassified; unclassified; OTU253|NN=Geobacillus_stearothermophilus_EF025325|D=75.9	2	0	6	5	15	1	3	0	4	4	4	2	2	4	153	0	45	0	0	0	2	0	0	1	2	33	13	0	109	10	1	0	0	4	17	13	0	3	89	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella	0	1	6	3	14	0	0	21	0	0	7	0	2	7	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified	2	0	7	30	0	28	2	135	3	0	0	0	19	0	0	0	0	5	2	0	6	0	67	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Bacteria; Firmicutes; Clostridia; Clostridiales	1	2	16	11	21	0	8	115	6	0	13	0	15	5	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	8	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU578|NN=Clostridium_lactatifermentans_AY033434|D=86.3	0	0	14	0	92	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
