#NAME	AIH001	AIH002	AIH003	AIH005	AIH006	AIH007	AIH009	AIH018	AIH020	AIH021	AIH022	AIH023	AIH026	AIH027	AIH029	AIH030	AIH031	AIH032	AIH033	AIH035	AIH036	AIH037	AIH039	AIH040	AIH042	AIH043	AIH046	AIH047	AIH049	AIH050	AIH051	AIH052	AIH053	AIH054	AIH055	AIH056	AIH057	AIH058	AIH059	AIH060	AIH061	AIH062	AIH063	AIH064	AIH065	AIH066	AIH068	AIH069	AIH070	AIH071	AIH072	AIH074	AIH076	AIH077	AIH081	AIH082	AIH083
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU175|NN=Roseburia_hominis_AB661434|D=94.3	0	2	0	1	2	0	2	0	0	0	1	0	0	352	0	0	0	0	1	4	0	1	1	0	0	3	305	104	650	35	16	25	3	0	3	11	12	36	0	29	205	12	0	29	0	0	7	0	1	1	0	0	0	1	0	1	45
Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Dielma; Dielma_fastidiosa	0	1	1	5	0	0	0	30	0	0	0	0	1	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	3	20	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; Lachnoclostridium_citroniae	0	1	4	5	0	0	2	17	39	262	26	2	0	65	870	4	1	0	11	1	2	26	51	0	9	0	2	8	1	7	0	1	6	3	7	0	8	4	0	6	3	1	6	2	7	0	0	0	5	0	0	53	13	21	4	140	16
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	3	4	20	1	0	0	44	9	0	0	7	77	8	3	0	0	7	1	10	6	2	13	0	6	0	0	4	4	1	0	11	2	18	0	3	0	11	2	6	4	0	0	3	2	0	0	7	0	0	0	26	0	14	20	10	12
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU687|NN=Prevotella_oulora_PVORR16SH|D=91.7	0	2	0	0	0	3	0	0	0	0	1	0	3	0	8	0	15	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	6	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	6	0	2	5
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	7	0	1	4	0	0	0	0	1	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0
Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Leptotrichia; Leptotrichia_buccalis	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenella; OTU402|NN=Christensenella_minuta_AB490809|D=85.4	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	8	155	64	9	0	1	0	0	1	0	17	0	0	0	111	0	329	0	0	8	0	0	0	4	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Oribacterium; Oribacterium_sinus	0	3	1	0	1	0	0	8	14	14	0	0	1	4	0	0	0	0	0	0	0	4	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Parabacteroides; Parabacteroides_goldsteinii	0	1	0	0	0	0	0	3	0	0	0	0	5	121	0	1	0	0	0	0	0	0	0	2	15	2	0	220	4	182	60	20	38	196	0	27	340	10	25	29	0	52	364	56	664	26	0	3	18	2	0	4	12	2	0	0	0
Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; OTU1004|NN=Neisseria_subflava_FJ823143|D=96.5	0	2	0	0	0	0	0	0	49	0	0	0	0	11	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	1	0	0	0	0	0	0	1	10	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; unclassified; OTU555|NN=Christensenella_minuta_AB490809|D=88.7	0	4	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	18	6	1	0	0	1	8	0	115	0	156	50	22	4	4	0	0	32	177	0	0	0	0	0	12	0	0	0	0	0	0	4
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Megasphaera; OTU301|NN=Megasphaera_elsdenii_DQ146765|D=93.8	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; [Mogibacteriaceae]; unclassified; OTU1710|NN=Eubacterium_saphenum_GU427005|D=89.7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	2	0
Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas	0	1	0	4	5	0	1	3	0	0	1	0	0	0	0	0	0	4	0	2	0	0	1	0	1	1	0	3	2	2	2	2	4	3	1	0	20	0	0	5	0	4	4	0	0	0	1	0	10	0	0	8	0	1	2	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides_clarus	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	153	0	0	102	2	0	0	1	1073	0	1	27	0	0	2	3	1	0	0	0	3	0	119	2	0	0	0	0	297	0	0	245
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU1478|NN=Ruminococcus_flavefaciens_AY349157|D=94	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridium; Clostridium_sordellii	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	3	0	1	0	0	2	0	0	0	5	0	1	0	2	0	67	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides_plebeius	0	1	0	5	10	2	0	1	0	26	51130	0	0	0	3	16	0	2	0	0	0	0	0	0	0	0	2	4	1	0	9	0	6	1	1	0	9	1942	526	2	1	0	0	5	0	0	169	0	0	0	2	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	1	0	8	0	0	0	0	0	0	0	0	5	0	0	0	10	0	0	0	0	0	0	0	3	3	6	0	1	10	0	0	0	8	0	9	4	6	0	0	3	0	6	1	17	0	4	51	29	1	1	0	0	0	0	13	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	2	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU798|NN=Oscillibacter_valericigenes_AB238598|D=90.1	0	2	1	2	3877	0	0	5	1	4	0	0	0	12	0	0	0	0	0	6221	605	0	0	32	17	314	421	44	1725	1036	756	0	1711	3	2654	110	74	239	1	1197	521	131	488	2	76	0	576	5920	0	0	515	1	0	1	0	0	193
Bacteria; Unclassified; unclassified; unclassified; unclassified; unclassified; OTU253|NN=Geobacillus_stearothermophilus_EF025325|D=75.9	0	2	0	0	1	2	33	15	13	0	109	0	10	10	1	0	4	0	0	2	4	17	13	0	0	14	36	4	2	0	6	0	5	15	1	3	0	2	0	4	4	4	2	2	4	153	4	6	3	0	0	89	0	0	45	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	2	3	14	0	0	21	0	1	0	0	7	0	2	7	5	3	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified	0	6	0	67	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	21	0	2	0	7	1	30	0	28	2	135	0	0	3	0	0	0	19	0	0	0	0	0	159	0	0	0	7	0	5	2
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	0	1	0	1	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	1	1	2	16	7	11	21	0	8	115	0	7	6	0	13	0	15	5	2	1	0	8	6	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU578|NN=Clostridium_lactatifermentans_AY033434|D=86.3	0	1	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	92	0	29	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU1654|NN=Papillibacter_cinnamivorans_AF167711|D=89.7	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	7	0	0	0	24	16	1	5	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	6
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	1	0	0	301	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	784	98	1	0	18	2313	1	1	2	172	200	1829	1	2	1	1	14	0	276	14	417	76	0	10	10470	0	953	1598	1	0	214	0	2	618	0	0	0
Bacteria; Proteobacteria; Alphaproteobacteria; RF32; unclassified; unclassified; OTU773|NN=Roseomonas_mucosa_AF538712|D=81.2	0	0	2123	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU916|NN=Eubacterium_siraeum_EUBRRDV|D=93.2	0	0	447	393	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	843	4	51	0	355	1	59	5	245	5	1	134	58	2	766	385	13	0	105	0	0	0	0	0	0	0	0	0	2
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU808|NN=Eubacterium_ramulus_EUBRRDT|D=95.9	0	0	41	5	12	0	3	85	0	0	0	0	0	1	0	0	18	0	0	15	3	0	0	1	17	6	1	0	46	9	0	41	13	1	14	18	0	45	0	0	318	69	63	0	4	0	47	531	2	1	4	0	0	0	0	0	108
Bacteria; Firmicutes	0	0	260	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4
Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae; Peptococcus	0	0	278	0	3	0	0	0	0	0	0	0	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0
Bacteria; Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Bifidobacterium_bifidum	0	0	5	5	3	0	7	0	4263	4	3	1	111	6	4	2	0	0	0	0	0	28	1	0	10	8	10	0	44	0	0	0	22	0	0	0	40	3	0	2	9	17	0	19	11	0	17	45	1	0	0	3	0	6	0	113	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium	0	0	90	1	402	0	0	2	0	672	3	2	0	0	0	4	0	0	0	16	0	0	9	0	5	88	477	0	18	0	5	96	43	26	67	0	103	27	9	13	60	2781	19	81	0	0	13	1	87	1	0	0	5	0	20	4	114
Bacteria; Proteobacteria; Alphaproteobacteria; RF32; unclassified; unclassified	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	4	1186	0	1	61	7	54	1	1025	0	0	0	0	0	0	0	0	0	0	0	293
Bacteria; Lentisphaerae; Lentisphaeria; Victivallales; Victivallaceae; Victivallis; OTU719|NN=Victivallis_vadensis_AY049713|D=94.5	0	0	96	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	36	41	5	10	2	0	0	0	0	0	0	12	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Sutterellaceae; Parasutterella; OTU267|NN=Parasutterella_excrementihominis_AB370250|D=92.5	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	2	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; Lachnoclostridium_symbiosum	0	0	4	1	0	0	0	1	365	18	0	0	0	11	0	0	0	0	3	0	0	57	11	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	2	1	0	7	0	0	1	0	0	5	0	0	9	0	0	0	13	1
Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Erysipelatoclostridium	0	0	41	0	1	0	0	0	17	5873	749	4	2	0	4	1	3	18	0	4	0	1	0	0	0	2	1	0	1	9	7	6	16	6	0	1	17	1	5	7	0	0	2	6	4	3	0	5	1	0	0	303	52	0	0	9	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU80|NN=Eubacterium_desmolans_EUBRRDO|D=94.1	0	0	13	4	4	0	2	0	0	0	42	2	0	131	0	2	2	0	0	17	0	0	238	1	1	0	0	0	394	0	4	6	56	20	3	0	8	20	0	0	245	79	4	10	51	0	65	4	11	4	0	8	0	1	18	6	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	7	0	0	3	0	0	0	0	0	3	1	1	0	0	0	1	0	1	0	0	3	1	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU481|NN=Clostridium_lactatifermentans_AY033434|D=85.5	0	0	8	24	0	0	0	523	0	0	0	0	0	3	0	0	0	0	0	0	0	0	83	0	8	0	0	2	19	1	0	0	8	83	0	0	1	0	0	0	0	0	0	3	7	8	0	0	0	0	0	0	0	3	0	29	0
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia; Ralstonia_mannitolilytica	0	0	2	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU176|NN=Butyrivibrio_crossotus_FR733670|D=87.8	0	0	23	0	8	0	0	0	0	0	0	0	4	0	0	3	0	0	0	6	2	0	1	0	0	1	0	8	0	11	0	0	0	0	0	1	0	9	0	0	0	5	0	0	0	0	3	0	4	0	0	0	0	0	0	0	44
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Eubacterium_brachy	0	0	4	0	3	0	4	0	0	2	0	0	9	0	0	4	0	4	0	0	0	2	0	0	0	0	0	4	0	0	0	3	9	1	0	0	0	0	0	0	0	11	0	5	7	0	0	0	12	5	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	0	2	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiales Family XI. Incertae Sedis; Parvimonas; Parvimonas_micra	0	0	17	0	0	0	0	0	1	0	0	0	7	0	0	0	1	0	0	0	0	6	0	0	0	1	2	4	0	1	3	3	2	0	0	4	3	0	0	0	0	0	0	44	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified	0	0	17	0	1	0	0	65	0	0	0	0	6	65	0	6	0	0	0	0	0	1	0	0	0	0	0	25	55	0	3	0	7	0	3	0	3	19	0	0	8	0	1	0	9	6	26	0	0	0	1	0	0	0	0	0	24
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Streptomycetaceae; Streptomyces; Streptomyces_misionensis	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	3	0	0
Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Fusobacteriaceae	0	0	1	3	5	1	0	1	0	15	14	0	0	1	5	17	0	0	0	0	1	0	2	0	0	0	31	5	0	0	0	0	16	15	0	26	0	0	0	1	0	0	2	29	0	0	1	0	1	5	0	0	2	0	4	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; OTU58|NN=Oscillospira[Flavonifractor]_plautii_Y18187|D=95.5	0	0	1	44	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	2	2	1	8	3	17	10	15	4	5	54	6	0	0	0	0	0	3	3	0	0	170	72	24	0	4	0	16	0	2	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella	0	0	1	0	2	0	0	3	0	0	0	0	0	1	0	0	0	0	0	2301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylobacteriaceae; Methylobacterium; Methylobacterium_populi	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	5	2	0	0	0	0	0	0	0	0	3	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	6	7	0	0	2	0	0	0	0	0	0	0	0	0	4	3	0	1	0	0	0	0	0	2	15	1	0	0	0	0	0	0	14	7	14	0	0	0	1	4	2	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_beijerinckii	0	0	6	0	0	0	0	0	0	5	0	0	0	7	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Peptostreptococcus; Peptostreptococcus_stomatis	0	0	1	0	2	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylobacteriaceae; Methylobacterium; Methylobacterium_mesophilicum	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	8	0	0	3	0	0	0	0	0	0	0	0	0	0	1
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Mitsuokella; OTU1438|NN=Mitsuokella_jalaludinii_AF479674|D=96.8	0	0	1	0	0	0	0	0	0	0	0	0	0	820	0	23	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella_timonensis	0	0	1	0	0	0	0	0	0	0	17	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	7	0	0	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU962|NN=Oscillibacter_valericigenes_AB238598|D=89.7	0	0	2	0	56	0	0	1	0	2	0	0	0	1	0	0	0	0	0	2070	0	0	0	1	0	102	1	0	182	0	1187	41	0	0	1	0	1	548	0	0	385	14	0	127	164	0	1343	2	0	0	359	0	0	0	0	0	13
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; unclassified; OTU790|NN=Barnesiella_intestinihominis_AB370251|D=84.6	0	0	1	0	1863	0	1077	0	0	6	28	0	241	2287	8	2248	0	0	0	5	0	1	0	0	1	0	2	2	0	0	4	5866	2	0	0	1	2	0	1352	25	0	3	0	3	8	0	4	756	0	0	4474	1	1	4707	0	1	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; Lachnoclostridium_aldenense	0	0	1	0	0	0	0	20	16	72	0	6	0	398	0	0	0	0	3	3	0	11	9	0	4	0	0	3	0	0	8	2	7	12	1	7	30	0	1	2	1	5	1	3	0	3	0	1	0	0	0	6	0	1	3	155	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU312|NN=Ruminococcus_bromii_DQ882649|D=91.7	0	0	1	7	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	7	0	0	0	3	0	1	0	0	0	0	0	0	0	11	0	1	0	0	2	0	0	0	4	0	0	0	4	3
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Micrococcaceae; Rothia; Rothia_dentocariosa	0	0	1	1	1	0	0	0	0	0	16	0	3	3	25	0	0	15	0	1	0	12	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella_oralis	0	0	1	0	0	0	0	0	0	0	5	0	0	0	3	0	0	22	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Corynebacteriaceae; Corynebacterium; Corynebacterium_durum	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	1	0	0	0	0	3	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU673|NN=Ruminococcus_callidus_X85100|D=93.8	0	0	0	5809	80	0	1	0	0	9	35	1	0	0	7	1850	1	2	0	0	0	0	1	0	0	0	1	926	86	0	4	0	0	1	618	4	2	0	30	0	74	0	0	0	1255	0	511	2707	0	0	0	0	0	22	0	0	12
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella; OTU1053|NN=Barnesiella_intestinihominis_AB370251|D=87.9	0	0	0	434	0	0	0	0	0	0	0	0	0	1	0	13	0	0	0	9	390	0	0	0	0	16	0	0	0	0	0	0	2	0	0	0	0	183	0	1204	1269	0	0	0	191	0	155	0	0	0	0	8	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU525|NN=Clostridium_clariflavum_NR_102987.1|D=78.1	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	57	0	0	23	0	0	0	649	1	193	0	0	146	151	0	2	663	0	84	0	1	0	0	0	0	0	0	0	21
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU997|NN=Catabacter_hongkongensis_AB671763|D=82.9	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	3	0	0	0	9	15	0	0	1	0	15	3	0	0	12	0	0	4	0	0	0	0	0	0	11	0	0	10
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae	0	0	0	501	97	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	3	112	0	58	254	1	1	0	1176	1	8	0	0	0	51	0	288	3	0	4	0	1333	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU1226|NN=Oscillibacter_valericigenes_AB238598|D=94.8	0	0	0	36	1	0	0	0	0	0	0	0	26	0	0	0	0	3	0	4	1	0	208	0	20	11	9	27	8	0	1	4	0	0	5	38	0	69	3	0	6	11	0	30	0	0	10	0	11	0	0	0	0	1	19	25	6
