"","Pvalues","FDR","Statistics"
"Erysipelotrichia",0.00017834,0.0023184,361
"Deltaproteobacteria",0.00036134,0.0023487,358.5
"Gammaproteobacteria",0.0035413,0.015346,105
"Clostridia",0.0064469,0.020952,325
"Negativicutes",0.015221,0.039575,123
