#NAME	AIH049	AIH050	AIH051	AIH053	AIH054	AIH055	AIH056	AIH057	AIH060	AIH061	AIH062	AIH063	AIH064	AIH065	AIH066	AIH076	AIH081	AIH082	AIH083	AIH027	AIH031	AIH040	AIH046	AIH058	AIH068
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU1119|NN=Soleaferrea_massiliensis_JX101688|D=89.3	0	1	0	1	0	0	0	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella; OTU143|NN=Barnesiella_intestinihominis_AB370251|D=85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter_radioresistens	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Micrococcaceae; Micrococcus; Micrococcus_luteus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Tyzzerella; OTU723|NN=Clostridium_lactatifermentans_AY033434|D=93.7	0	6	5	3	9	0	2	30	2	0	2	0	1	2	1	0	0	0	0	0	0	0	0	1	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Bilophila; Bilophila_wadsworthia	0	2	2	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus_mucosae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Deinococcus-Thermus; Deinococci; Deinococcales; Deinococcaceae; Deinococcus; Deinococcus_aquaticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Gordoniaceae; Gordonia; Gordonia_rubripertincta	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Odoribacter; Odoribacter_laneus	0	0	11560	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; OTU451|NN=Clostridium_bolteae_AJ508452|D=93.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Alphaproteobacteria; RF32; unclassified; unclassified; OTU184|NN=Ochrobactrum_anthropi_KC845230|D=79	558	0	940	0	0	0	0	0	7105	0	33	0	0	0	0	0	0	0	0	0	0	1	0	0	6
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified	0	4	4	17	20	0	2	41	4	0	4	1	6	6	6	0	0	0	0	0	0	0	0	1	1
Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Leptotrichia; Leptotrichia_buccalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Solobacterium; Solobacterium_moorei	0	0	1	1	8	0	1	0	1	1	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella	0	0	3	3	0	0	10	3	0	0	1	0	4	3	2	0	0	0	0	0	0	0	0	0	6
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter	0	2	7	2	3	0	8	15	0	0	8	0	9	4	2	0	0	0	0	0	0	0	0	5	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	2	0	1	4	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Sutterellaceae; Parasutterella	0	0	0	0	2	0	0	4	0	0	0	30	0	0	22	0	0	0	0	0	0	1	0	0	0
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Mitsuokella; Mitsuokella_jalaludinii	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides_massiliensis	1278	1719	1	1	0	0	340	135	3	2663	0	0	1	0	0	0	0	0	1039	867	0	9	0	0	1652
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Tyzzerella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	0	1	4	9	0	3	0	6	0	4	0	6	1	0	0	0	0	0	0	0	0	0	2	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	1	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia	0	2	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	1
Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium	0	0	4	7	2	0	0	13	4	0	2	0	4	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter	0	1	17	4	12	0	1	61	0	0	1	0	5	4	1	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella	0	2	0	3	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified	1	11	30	10	36	1	9	95	3	0	16	0	20	8	8	3	0	0	0	0	0	0	0	4	0
Bacteria; Firmicutes; Clostridia; Clostridiales	0	0	5	12	3	0	5	26	3	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus_leichmanii	0	0	3	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	0	0	0	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	27	1	0	0	2	1	0	0	1	144	3	2	1	6	0	0	2	0	5	0	0	1	1	0	7
Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	0	0	2	2	0	0	0	1	0	2	0	1	2	0	0	0	0	0	0	0	0	0	2	0
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU542|NN=Ruminococcus_gauvreauii_EF529620|D=92.7	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU1087|NN=Blautia_glucerasea_AB588023|D=93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU202|NN=Clostridium_clariflavum_NR_102987.1|D=78.7	0	0	0	0	0	2	0	0	0	0	0	127	0	0	0	0	0	0	0	0	9	0	1	1	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides_caccae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides_coprocola	0	0	1	0	3	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	1	61
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_neonatale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; unclassified; OTU1168|NN=Anaerorhabdus_furcosa_HM038002|D=82.2	0	0	0	7	0	0	0	0	14	4137	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; Lachnoclostridium_indolis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; OTU415|NN=Bacteroides_coprocola_AB200223|D=96.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	2	6	5	8	0	2	24	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	2	1
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; OTU637|NN=Veillonella_dispar_GQ422726|D=93.5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Alphaproteobacteria	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	5	0	0	0	0	1
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; unclassified; OTU1161|NN=Slackia_exigua_AF101240|D=83.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Sarcina; Sarcina_ventriculi	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	8802
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU1705|NN=Eubacterium_desmolans_EUBRRDO|D=94.3	0	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	2	0	1	0	0	0	0	1	0
Bacteria; Deinococcus-Thermus; Deinococci; Deinococcales; Deinococcaceae; Deinococcus; Deinococcus_aquaticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU285|NN=Butyrivibrio_crossotus_FR733670|D=90.9	95	2	0	1	2	0	7	8	0	0	1	4792	2	0	1	0	0	0	0	0	0	0	5	69	0
Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Sneathia; Sneathia_amnionii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus_plantarum	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Micromonosporaceae; Micromonospora; Micromonospora_aurantiaca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus_alimentarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides_plebeius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Bacteria; Proteobacteria; Gammaproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0
Bacteria	0	2	0	1	4	0	0	8	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	1	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides	0	1	0	0	0	24	0	0	0	1	0	0	0	1	1	1	1	0	3	0	0	0	0	1	1
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU727|NN=Prevotella_copri_AB064923|D=88.6	324	0	0	1197	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Dialister; Dialister_succinatiphilus	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria; Firmicutes; unclassified; unclassified; unclassified; unclassified; OTU1144|NN=Bacillus_flexus_GU297607.1|D=80.5	0	0	0	0	0	27	0	0	0	0	0	6	0	0	0	0	0	0	0	0	62	0	6	0	0
Bacteria	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Akkermansia; OTU1083|NN=Akkermansia_muciniphila_NR_074436.1|D=96.6	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Anaerofilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Negativicutes; Selenomonadales; unclassified; unclassified; OTU406|NN=Phascolarctobacterium_faecium_X72867|D=88.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Dorea; OTU1429|NN=Anoxystipes_contortum_NR_104803.1|D=94.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Tyzzerella; OTU723|NN=Clostridium_lactatifermentans_AY033434|D=93.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoanaerobaculum; Lachnoanaerobaculum_umeaense	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Akkermansia; OTU1083|NN=Akkermansia_muciniphila_NR_074436.1|D=96.6	6	1	0	1	1	1	1	18	0	0	0	0	2	9785	7	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus_paracasei	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	14
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; Veillonella_rogosae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	2	11	1	15	0	1	0	0	0	0	3	1	2
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Sutterellaceae; Parasutterella; Parasutterella_secunda	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus	3	5	0	9	0	0	0	0	1	17	0	0	0	4	0	0	0	0	8	0	0	0	0	2	2
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenella	3	0	2	0	0	0	0	0	0	1	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Sutterellaceae; Parasutterella; Parasutterella_excrementihominis	0	0	0	0	64	16	0	0	60	0	0	3	3	1	0	0	0	0	1	0	0	0	0	0	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Anaerofilum	0	0	3	0	0	0	0	0	0	0	5	0	12	2	0	0	0	0	8	0	0	1	2	20	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; unclassified; unclassified	2	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	74	0	0	0	0	0
Bacteria; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter; Methanobrevibacter_smithii_U55233.1	1	157	2	2	0	0	246	175	89	1227	0	0	3	0	0	0	0	0	12	698	0	0	0	187	2
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella_nigrescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0
Bacteria; Proteobacteria; Alphaproteobacteria; RF32; unclassified; unclassified; OTU1737|NN=Skermanella_aerolata_JN377672|D=81.3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	153	0	0	0	0	0
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Sutterellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae; Peptococcus; OTU690|NN=Peptococcus_niger_AB644260|D=86.3	7	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides_pyogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Butyricimonas; OTU1208|NN=Butyricimonas_synergistica_AB443948|D=88.1	81	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU700|NN=Oscillibacter_valericigenes_AB238598|D=90.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	42	0	0	0	4	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Dehalobacteriaceae; Dehalobacterium; OTU666|NN=Desulfitobacterium_frappieri_DFU40078|D=84	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	15	0	0	0	6	2
Bacteria; Firmicutes; Clostridia; Clostridiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
Bacteria; Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU1734|NN=Eubacterium_desmolans_EUBRRDO|D=94.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	0	7	0	0	0	0	0	2	1	0	3	0	0	0	0	0	0	0	3	7	3	0	0	2	0
Bacteria; Unclassified; unclassified; unclassified; unclassified; unclassified; OTU1564|NN=Kandleria_vitulina_AB425916.1|D=76.9	1	0	1	0	0	0	0	81	0	0	16	0	1	0	0	0	0	0	0	1	0	0	0	1095	0
Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Succinivibrionaceae; Succinivibrio; OTU375|NN=Succinivibrio_dextrinosolvens_Y17600|D=97	0	0	4	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Parabacteroides; Parabacteroides_gordonii	0	0	0	0	0	0	0	0	37	4	0	0	1	8	0	0	0	0	1	2	0	0	0	0	0
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Megasphaera	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; OTU911|NN=Streptococcus_intermedius_AF104671|D=94.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0
Bacteria; Firmicutes; Negativicutes; Selenomonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Scardovia; Scardovia_inopinata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes	0	0	0	0	0	0	0	0	1	90	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Dorea; OTU1672|NN=Blautia_coccoides_EF025906|D=94.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified	0	0	446	0	0	0	2	120	0	0	0	0	12	0	0	0	0	0	50	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5836	0	0	0	0
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; unclassified; OTU981|NN=Adlercreutzia_equolifaciens_AB306660|D=92.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; unclassified; unclassified; unclassified; unclassified	2	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Pedomicrobium; Pedomicrobium_ferrugineum	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae; Peptococcus; OTU822|NN=Peptococcus_niger_AB644260|D=89.1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Sutterellaceae; unclassified; OTU26|NN=Parasutterella_secunda_AB621360|D=91.4	70	67	0	0	0	0	2404	2	0	0	0	0	2	544	0	0	0	0	0	0	0	0	3	0	6
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Dehalobacteriaceae; Dehalobacterium	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	1	2
