"name";"cor";"pval";"p.adj";"species";"genus";"type";"is.sig"
"866";"OTU_7937";-0.0593334239016117;0.798356003092136;0.968435236314452;"s__parvula";"g__Veillonella";"control";""
"868";"OTU_3223";0.271686082111592;0.233513361152929;0.762587152132455;"s__uniformis";"g__Bacteroides";"control";""
"869";"OTU_2044";0.00851505881251912;0.970778431144173;0.99039701676116;"s__ovatus";"g__Bacteroides";"control";""
"879";"OTU_2560";-0.22117543272244;0.335299452805913;0.806393228870679;"s__indistinctus";"g__Alistipes";"control";""
"905";"OTU_2209";-0.237201184654451;0.300527704378656;0.806393228870679;"s__massiliensis";"g__Alistipes";"control";""
"910";"OTU_5917";0.0682315350163411;0.76885535637249;0.961804710422822;"s__massiliensis";"g__Alistipes";"control";""
"913";"OTU_4786";-0.141166917472669;0.541620033306746;0.886934865132973;"s__fragilis";"g__Bacteroides";"control";""
"917";"OTU_5102";-0.0173737068968838;0.94041646675384;0.987561533877194;"s__massiliensis";"g__Alistipes";"control";""
"925";"OTU_6949";0.204903470002839;0.372931477973839;0.806393228870679;"s__prausnitzii";"g__Faecalibacterium";"control";""
"927";"OTU_4440";-0.211434173680965;0.357549132515759;0.806393228870679;"s__prausnitzii";"g__Faecalibacterium";"control";""
"931";"OTU_2875";0.170089562431691;0.461050977815959;0.825153875667884;"s__bromii";"g__Ruminococcus";"control";""
"940";"OTU_3346";0.38839314329171;0.0818737694108733;0.762587152132455;"s__bromii";"g__Ruminococcus";"control";""
"948";"OTU_7182";-0.0783067090796152;0.735821591161177;0.952383878989523;"s__fragilis";"g__Bacteroides";"control";""
"955";"OTU_5580";0.0170532621668522;0.941513612246389;0.987561533877194;"s__bromii";"g__Ruminococcus";"control";""
"960";"OTU_3455";-0.124940582576215;0.589464110751335;0.901171908850117;"s__prausnitzii";"g__Faecalibacterium";"control";""
"965";"OTU_1668";-0.238752737747021;0.297283133237647;0.806393228870679;"s__uniformis";"g__Bacteroides";"control";""
"968";"OTU_5849";-0.276460881445715;0.225074136586903;0.762587152132455;"s__ovatus";"g__Bacteroides";"control";""
"971";"OTU_1888";0.106838430705715;0.644842429500923;0.913051227611926;"s__massiliensis";"g__Alistipes";"control";""
"972";"OTU_2929";0.0579034709688793;0.803122726314313;0.968435236314452;"s__dispar";"g__Veillonella";"control";""
"982";"OTU_2066";-0.285464402156308;0.209711261395855;0.762587152132455;"s__bromii";"g__Ruminococcus";"control";""
"989";"OTU_2375";-0.0145292516825542;0.950158784482071;0.987561533877194;"s__acidifaciens";"g__Bacteroides";"control";""
"992";"OTU_3939";0.360110864070161;0.108819604970941;0.762587152132455;"s__copri";"g__Prevotella";"control";""
"994";"OTU_3039";-0.20515721138948;0.372326890778359;0.806393228870679;"s__ovatus";"g__Bacteroides";"control";""
"21";"OTU_16";-0.228913457069577;0.393777760057563;0.935829075968363;"s__bromii";"g__Ruminococcus";"AIH";""
"32";"OTU_56";-0.461688980923443;0.0718211034013788;0.749430059229926;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"41";"OTU_19";-0.160717652375169;0.552104832837078;0.935829075968363;"s__plebeius";"g__Bacteroides";"AIH";""
"61";"OTU_2787";0.0622720075572716;0.818788160757941;0.959639956981827;"s__copri";"g__Prevotella";"AIH";""
"112";"OTU_2";-0.119689981228493;0.658838698177134;0.935829075968363;"s__copri";"g__Prevotella";"AIH";""
"121";"OTU_13";0.0290852212234083;0.914848309377569;0.98487231103089;"s__ovatus";"g__Bacteroides";"AIH";""
"181";"OTU_44";-0.0919484684191892;0.734852498966221;0.946994572790019;"s__caccae";"g__Bacteroides";"AIH";""
"252";"OTU_55";-0.205228374713488;0.445764851251744;0.935829075968363;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"271";"OTU_14";0.0277562449082416;0.918726834494891;0.98487231103089;"s__dispar";"g__Veillonella";"AIH";""
"301";"OTU_1553";0.0765610909357873;0.778084759110519;0.955139846559018;"s__copri";"g__Prevotella";"AIH";""
"311";"OTU_60";-0.126437641440288;0.640782153807303;0.935829075968363;"s__copri";"g__Prevotella";"AIH";""
"351";"OTU_63";0.523279401699489;0.0375200481348976;0.749430059229926;"s__torques";"g__[Ruminococcus]";"AIH";""
"421";"OTU_69";0.0682210304308826;0.801783149829255;0.959252029001195;"s__aerofaciens";"g__Collinsella";"AIH";""
"432";"OTU_71";0.490084169917863;0.0539642210881572;0.749430059229926;"s__saccharogumia";"g__Clostridium";"AIH";""
"461";"OTU_648";-0.125720920906251;0.642691352592413;0.935829075968363;"s__callidus";"g__Ruminococcus";"AIH";""
"472";"OTU_75";0.571233369047657;0.0208132364406541;0.749430059229926;"s__celatum";"g__Clostridium";"AIH";""
"531";"OTU_83";0.176069832950479;0.514223088278967;0.935829075968363;"s__eggerthii";"g__Bacteroides";"AIH";""
"551";"OTU_5278";-0.559756180732466;0.024148469921398;0.749430059229926;"s__hathewayi";"g__Clostridium";"AIH";""
"563";"OTU_85";0.44822189071443;0.0816453513085986;0.749430059229926;"s__ovatus";"g__Bacteroides";"AIH";""
"601";"OTU_90";0.185348779256135;0.491927071460522;0.935829075968363;"s__gnavus";"g__[Ruminococcus]";"AIH";""
"661";"OTU_96";-0.178607974619286;0.508078327375967;0.935829075968363;"s__stercorea";"g__Prevotella";"AIH";""
"761";"OTU_8";-0.384517754541807;0.141414121285259;0.781440152586206;"s__muciniphila";"g__Akkermansia";"AIH";""
"772";"OTU_110";0.204331935662577;0.447797892212395;0.935829075968363;"s__indistinctus";"g__Alistipes";"AIH";""
"781";"OTU_111";-0.380791886732948;0.145640187961745;0.781440152586206;"s__obeum";"g__Blautia";"AIH";""
"851";"OTU_3013";-0.124434361735648;0.646123744646891;0.935829075968363;"s__copri";"g__Prevotella";"AIH";""
"1031";"OTU_5";-0.430491887099575;0.0960072481389998;0.749430059229926;"s__uniformis";"g__Bacteroides";"AIH";""
"1041";"OTU_9";-0.0385903652604164;0.887165551177852;0.979685172223648;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"1111";"OTU_943";-0.183442361871509;0.496469948031362;0.935829075968363;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"1141";"OTU_15";0.152330644923351;0.573298925619364;0.935829075968363;"s__caccae";"g__Bacteroides";"AIH";""
"1201";"OTU_605";0.153055674745119;0.571453324999107;0.935829075968363;"s__gordonii";"g__Parabacteroides";"AIH";""
"1221";"OTU_18";-0.473204644717601;0.0641269176711353;0.749430059229926;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"1251";"OTU_1983";-0.212625094887783;0.429169442697025;0.935829075968363;"s__bromii";"g__Ruminococcus";"AIH";""
"1271";"OTU_21";-0.140255658211627;0.604397718944155;0.935829075968363;"s__gnavus";"g__[Ruminococcus]";"AIH";""
"1301";"OTU_150";0.275306554942481;0.302065028882097;0.935829075968363;"s__eutactus";"g__Coprococcus";"AIH";""
"1351";"OTU_152";-0.274308683543833;0.303891939103912;0.935829075968363;"s__ruminis";"g__Lactobacillus";"AIH";""
"1381";"OTU_5002";-0.16842614422333;0.532932827633632;0.935829075968363;"s__copri";"g__Prevotella";"AIH";""
"1411";"OTU_34";0.435799402638559;0.0915329243948653;0.749430059229926;"s__coli";"g__Escherichia";"AIH";""
"1421";"OTU_1839";0.171217425338913;0.526065244060243;0.935829075968363;"s__copri";"g__Prevotella";"AIH";""
"1441";"OTU_6481";-0.00860115950860639;0.974779823505186;0.993015020349501;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"1541";"OTU_133";-0.0716886622135229;0.791908930695874;0.959252029001195;"s__formicigenerans";"g__Dorea";"AIH";""
"1571";"OTU_29";0.0881729866585783;0.745396452959464;0.94703574984978;"s__parainfluenzae";"g__Haemophilus";"AIH";""
"1581";"OTU_1855";-0.212517875971416;0.429407695336364;0.935829075968363;"s__uniformis";"g__Bacteroides";"AIH";""
"1751";"OTU_8149";-0.337518229730022;0.201081674591917;0.830620630329262;"s__muciniphila";"g__Akkermansia";"AIH";""
"1781";"OTU_332";0.510109412445827;0.04351376125921;0.749430059229926;"s__citroniae";"g__Clostridium";"AIH";""
"1831";"OTU_191";-0.245747924211302;0.358915078070335;0.935829075968363;"s__lividum";"g__Janthinobacterium";"AIH";""
"1841";"OTU_389";-0.45921389032159;0.0735587253685254;0.749430059229926;"s__faecis";"g__Roseburia";"AIH";""
"1901";"OTU_5404";0.0715506737803794;0.792301302415025;0.959252029001195;"s__caccae";"g__Bacteroides";"AIH";""
"1911";"OTU_1201";-0.185234266577983;0.492199387628388;0.935829075968363;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"1921";"OTU_2368";-0.113602595410404;0.675281686967344;0.937269375565896;"s__ovatus";"g__Bacteroides";"AIH";""
"1941";"OTU_1802";-0.466110665013723;0.0687914261625148;0.749430059229926;"s__ruminantium";"g__Clostridium";"AIH";""
"1951";"OTU_199";-0.354759266595762;0.177569229281947;0.799868664629134;"s__pullicaecorum";"g__Butyricicoccus";"AIH";""
"1971";"OTU_1981";-0.253630591527657;0.343204833100543;0.935829075968363;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"1991";"OTU_8163";-0.0654077312173022;0.809814915787873;0.959639956981827;"s__uniformis";"g__Bacteroides";"AIH";""
"2021";"OTU_26";0.113251735871996;0.67623370689164;0.937269375565896;"s__indistinctus";"g__Alistipes";"AIH";""
"2051";"OTU_6495";0.322377982190001;0.22331782151855;0.845885820087904;"s__ovatus";"g__Bacteroides";"AIH";""
"2071";"OTU_2441";-0.163291216667345;0.545670754355214;0.935829075968363;"s__copri";"g__Prevotella";"AIH";""
"2111";"OTU_3313";0.53021266212498;0.0346267026138776;0.749430059229926;"s__ovatus";"g__Bacteroides";"AIH";""
"2141";"OTU_214";-0.0587319613984072;0.828943765394836;0.959639956981827;"s__colinum";"g__Clostridium";"AIH";""
"2171";"OTU_208";-0.215312929561977;0.423219117729567;0.935829075968363;"s__biforme";"g__[Eubacterium]";"AIH";""
"2211";"OTU_221";-0.184570437723717;0.493779415129575;0.935829075968363;"s__reuteri";"g__Lactobacillus";"AIH";""
"2281";"OTU_228";-0.296091346112717;0.265496024133312;0.894920271823509;"s__indistinctus";"g__Alistipes";"AIH";""
"2411";"OTU_244";-0.167312511287442;0.535683962892391;0.935829075968363;"s__formigenes";"g__Oxalobacter";"AIH";""
"2471";"OTU_448";-0.0427531918116365;0.875078343813506;0.979685172223648;"s__pullicaecorum";"g__Butyricicoccus";"AIH";""
"2501";"OTU_251";-0.37379918099141;0.15380156638487;0.781440152586206;"s__catus";"g__Coprococcus";"AIH";""
"2511";"OTU_253";0.127186018972486;0.638790877808761;0.935829075968363;"s__veronii";"g__Pseudomonas";"AIH";""
"2531";"OTU_971";-0.534171668108066;0.0330522125722311;0.749430059229926;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"2681";"OTU_269";0.472406129216153;0.0646400590412586;0.749430059229926;"s__perfringens";"g__Clostridium";"AIH";""
"2721";"OTU_270";-0.16061936912821;0.552351201339364;0.935829075968363;"s__anginosus";"g__Streptococcus";"AIH";""
"2751";"OTU_1109";0.284502954389209;0.285534917152194;0.933878227385559;"s__copri";"g__Prevotella";"AIH";""
"2841";"OTU_6809";0.661628293383596;0.0052463790973003;0.749430059229926;"s__ovatus";"g__Bacteroides";"AIH";""
"2881";"OTU_940";-0.235699921028535;0.379510724092292;0.935829075968363;"s__bromii";"g__Ruminococcus";"AIH";""
"2981";"OTU_1334";-0.0194750061539508;0.942930560554132;0.991467184819696;"s__ovatus";"g__Bacteroides";"AIH";""
"2991";"OTU_8058";-0.442414238573832;0.0861671804843593;0.749430059229926;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"3031";"OTU_1913";-0.17867657440971;0.507912725853357;0.935829075968363;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"3061";"OTU_3269";0.175015574975399;0.516785456602264;0.935829075968363;"s__copri";"g__Prevotella";"AIH";""
"3191";"OTU_1401";0.212620331190677;0.429180026725582;0.935829075968363;"s__dispar";"g__Veillonella";"AIH";""
"3201";"OTU_2696";-0.246672690192939;0.357051548225593;0.935829075968363;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"3281";"OTU_320";-0.361055486980313;0.169456875218637;0.781440152586206;"s__producta";"g__Blautia";"AIH";""
"3311";"OTU_5602";-0.244001165163009;0.36244980854969;0.935829075968363;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"3341";"OTU_7925";0.254604338457478;0.34129166410837;0.935829075968363;"s__caccae";"g__Bacteroides";"AIH";""
"3361";"OTU_6289";-0.030495031560202;0.910735845283651;0.98487231103089;"s__parvula";"g__Veillonella";"AIH";""
"3381";"OTU_2769";-0.114665334190517;0.672400877883967;0.937269375565896;"s__uniformis";"g__Bacteroides";"AIH";""
"3401";"OTU_5422";0.0889414464683213;0.743246839131473;0.94703574984978;"s__massiliensis";"g__Alistipes";"AIH";""
"3411";"OTU_6194";-0.177347717486979;0.511125086848389;0.935829075968363;"s__massiliensis";"g__Alistipes";"AIH";""
"3491";"OTU_6771";0.461770259216491;0.0717645530731685;0.749430059229926;"s__ovatus";"g__Bacteroides";"AIH";""
"3571";"OTU_2904";0.331267120037409;0.210081320481255;0.845885820087904;"s__copri";"g__Prevotella";"AIH";""
"3621";"OTU_347";-0.193295429899774;0.473206569328944;0.935829075968363;"s__schaedleri";"g__Mucispirillum";"AIH";""
"3631";"OTU_348";-0.172074379933764;0.523964914280585;0.935829075968363;"s__lenta";"g__Eggerthella";"AIH";""
"3671";"OTU_2785";0.238360653733924;0.373995263934251;0.935829075968363;"s__dispar";"g__Veillonella";"AIH";""
"3701";"OTU_1996";0.23928628526141;0.372086895089976;0.935829075968363;"s__acidifaciens";"g__Bacteroides";"AIH";""
"3711";"OTU_355";-0.173911715304592;0.519474660571269;0.935829075968363;"s__methylpentosum";"g__Clostridium";"AIH";""
"3721";"OTU_4209";0.150808647691541;0.577181388244686;0.935829075968363;"s__massiliensis";"g__Alistipes";"AIH";""
"3851";"OTU_3270";-0.174818851487918;0.517264241391112;0.935829075968363;"s__massiliensis";"g__Alistipes";"AIH";""
"3911";"OTU_1907";-0.530737470092903;0.0344147857338137;0.749430059229926;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"3961";"OTU_5951";0.0584205882724826;0.829838265204748;0.959639956981827;"s__faecis";"g__Roseburia";"AIH";""
"3991";"OTU_2414";-0.0570586266270863;0.833753141839197;0.959639956981827;"s__faecis";"g__Roseburia";"AIH";""
"4031";"OTU_4926";-0.527420992197697;0.0357706276720674;0.749430059229926;"s__obeum";"g__Blautia";"AIH";""
"4051";"OTU_6848";-0.228355535209753;0.394963327399292;0.935829075968363;"s__faecis";"g__Roseburia";"AIH";""
"4121";"OTU_1603";0.0706119579740491;0.794971787608094;0.959252029001195;"s__faecis";"g__Roseburia";"AIH";""
"4131";"OTU_3849";-0.455241209201991;0.0764111699526113;0.749430059229926;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"4141";"OTU_3111";0.180711178497351;0.503012610079293;0.935829075968363;"s__massiliensis";"g__Alistipes";"AIH";""
"4161";"OTU_6703";-0.170695766746878;0.527345657110104;0.935829075968363;"s__bromii";"g__Ruminococcus";"AIH";""
"4231";"OTU_4036";NA;NA;NA;"s__massiliensis";"g__Alistipes";"AIH";""
"4311";"OTU_852";-0.141381975072856;0.601468685472596;0.935829075968363;"s__copri";"g__Prevotella";"AIH";""
"4341";"OTU_1619";-0.444481874170091;0.0845372381796175;0.749430059229926;"s__bromii";"g__Ruminococcus";"AIH";""
"4391";"OTU_3246";-0.10450361207679;0.700116289037127;0.941540353180405;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"4401";"OTU_4563";0.00577118947269948;0.983076437912387;0.997163510717682;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"4411";"OTU_5502";-0.518995606206267;0.0393966615860364;0.749430059229926;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"4441";"OTU_851";-0.0801472923221;0.767949372678824;0.952032113468855;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"4491";"OTU_433";0.075760802143826;0.78035119400269;0.955139846559018;"s__mucilaginosa";"g__Rothia";"AIH";""
"4511";"OTU_4433";-0.238796592451909;0.373095822946449;0.935829075968363;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"4561";"OTU_8052";0.244498789629189;0.361440853213561;0.935829075968363;"s__aerofaciens";"g__Collinsella";"AIH";""
"4591";"OTU_3405";0.237770810685634;0.375214138642631;0.935829075968363;"s__ovatus";"g__Bacteroides";"AIH";""
"4601";"OTU_4848";0.0832623729520301;0.759173928626329;0.951126881502771;"s__indistinctus";"g__Alistipes";"AIH";""
"4641";"OTU_3884";-0.408243490312952;0.116456555791228;0.749430059229926;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"4691";"OTU_653";-0.144125428542795;0.594358168387751;0.935829075968363;"s__ovatus";"g__Bacteroides";"AIH";""
"4711";"OTU_1146";-0.0756788435143354;0.780583396520845;0.955139846559018;"s__uniformis";"g__Bacteroides";"AIH";""
"4741";"OTU_458";-0.0947056644535348;0.72718019136223;0.944601807977647;"s__gnavus";"g__[Ruminococcus]";"AIH";""
"4771";"OTU_703";0.0377328774608751;0.889658340633662;0.979685172223648;"s__dispar";"g__Veillonella";"AIH";""
"4791";"OTU_2301";0.179533279858113;0.505846739668086;0.935829075968363;"s__muciniphila";"g__Akkermansia";"AIH";""
"4821";"OTU_4671";0.525714318046076;0.0364838950479687;0.749430059229926;"s__ovatus";"g__Bacteroides";"AIH";""
"4881";"OTU_4260";-0.0802395254113626;0.767689158851403;0.952032113468855;"s__adolescentis";"g__Bifidobacterium";"AIH";""
"4951";"OTU_3407";0.151887012536235;0.57442945093872;0.935829075968363;"s__fragilis";"g__Bacteroides";"AIH";""
"4981";"OTU_4637";-0.224820526829134;0.402519505376735;0.935829075968363;"s__adolescentis";"g__Bifidobacterium";"AIH";""
"5011";"OTU_1719";0.0941676756171055;0.728675343426421;0.944601807977647;"s__copri";"g__Prevotella";"AIH";""
"5021";"OTU_4017";0.153793539412689;0.569577634762343;0.935829075968363;"s__massiliensis";"g__Alistipes";"AIH";""
"5061";"OTU_2865";-0.151276819443398;0.575985958083802;0.935829075968363;"s__uniformis";"g__Bacteroides";"AIH";""
"5081";"OTU_1104";-0.154266272938909;0.568377295021218;0.935829075968363;"s__pullicaecorum";"g__Butyricicoccus";"AIH";""
"5181";"OTU_2159";-0.121295396135648;0.654526158839853;0.935829075968363;"s__copri";"g__Prevotella";"AIH";""
"5191";"OTU_3522";0.134834671140596;0.618573877360228;0.935829075968363;"s__indistinctus";"g__Alistipes";"AIH";""
"5261";"OTU_7328";-0.163387472742115;0.545430750566083;0.935829075968363;"s__pseudolongum";"g__Bifidobacterium";"AIH";""
"5301";"OTU_8028";0.0575481487810436;0.832345613664515;0.959639956981827;"s__ovatus";"g__Bacteroides";"AIH";""
"5361";"OTU_3236";0.435946580528833;0.0914110098637924;0.749430059229926;"s__ovatus";"g__Bacteroides";"AIH";""
"5371";"OTU_6073";-0.0795966889706699;0.769503252157975;0.952032113468855;"s__copri";"g__Prevotella";"AIH";""
"5391";"OTU_4677";0.264342198577745;0.322494560541815;0.935829075968363;"s__ovatus";"g__Bacteroides";"AIH";""
"5411";"OTU_529";-0.407654033952807;0.117036497022849;0.749430059229926;"s__gnavus";"g__[Ruminococcus]";"AIH";""
"5591";"OTU_2936";0.0125385835074558;0.963240693715352;0.993015020349501;"s__caccae";"g__Bacteroides";"AIH";""
"5601";"OTU_2420";-0.071490110646367;0.79247352915364;0.959252029001195;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"5611";"OTU_5850";0.0550747983207919;0.839462069766519;0.961742093801873;"s__copri";"g__Prevotella";"AIH";""
"5621";"OTU_1956";0.519276730914068;0.0392713857373259;0.749430059229926;"s__caccae";"g__Bacteroides";"AIH";""
"5651";"OTU_4627";-0.15768792432445;0.559721440571866;0.935829075968363;"s__uniformis";"g__Bacteroides";"AIH";""
"5671";"OTU_2924";-0.402623292680783;0.122068063938607;0.749430059229926;"s__bromii";"g__Ruminococcus";"AIH";""
"5681";"OTU_1155";0.0425680888606699;0.87561527926092;0.979685172223648;"s__hathewayi";"g__Clostridium";"AIH";""
"5701";"OTU_7035";0.0286503605670788;0.916117225841597;0.98487231103089;"s__ovatus";"g__Bacteroides";"AIH";""
"5721";"OTU_2135";-0.027687103931483;0.918928665371382;0.98487231103089;"s__distasonis";"g__Parabacteroides";"AIH";""
"5751";"OTU_4068";0.232486697195526;0.386230248340949;0.935829075968363;"s__ovatus";"g__Bacteroides";"AIH";""
"5791";"OTU_8059";0.157177630047;0.561008735488493;0.935829075968363;"s__acidifaciens";"g__Bacteroides";"AIH";""
"5891";"OTU_7492";0.173009599406471;0.521677130415159;0.935829075968363;"s__ovatus";"g__Bacteroides";"AIH";""
"5921";"OTU_6988";-0.409743193353625;0.114990099490318;0.749430059229926;"s__faecis";"g__Roseburia";"AIH";""
"5931";"OTU_999";0.00108660137998024;0.996813421641916;0.998412215968844;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"5951";"OTU_585";-0.123377966751618;0.648947100145135;0.935829075968363;"s__moorei";"g__Bulleidia";"AIH";""
"6021";"OTU_1431";-0.00450854227425628;0.986778708938544;0.99769361485483;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"6031";"OTU_597";0.359137817353048;0.171901062829256;0.781440152586206;"s__caccae";"g__Bacteroides";"AIH";""
"6101";"OTU_6996";-0.430476397960626;0.0960205286829776;0.749430059229926;"s__ruminantium";"g__Clostridium";"AIH";""
"6141";"OTU_6228";0.0215539392564347;0.936849237090698;0.989787213597035;"s__caccae";"g__Bacteroides";"AIH";""
"6181";"OTU_1165";-0.0484721688077918;0.858515314597278;0.973717264639513;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"6211";"OTU_2337";-0.431625558490883;0.0950387642655128;0.749430059229926;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"6241";"OTU_7236";-0.0612435237837103;0.821735941285646;0.959639956981827;"s__acidifaciens";"g__Bacteroides";"AIH";""
"6261";"OTU_5389";0.212266928990029;0.429965594823302;0.935829075968363;"s__copri";"g__Prevotella";"AIH";""
"6331";"OTU_2753";-0.236656695052393;0.377522326157889;0.935829075968363;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"6501";"OTU_7373";-0.411626705101229;0.113166665457143;0.749430059229926;"s__faecis";"g__Roseburia";"AIH";""
"6521";"OTU_8145";0.347840061202524;0.186775657792402;0.815395052300752;"s__faecis";"g__Roseburia";"AIH";""
"6551";"OTU_7811";0.0886845813804316;0.74396517129339;0.94703574984978;"s__dispar";"g__Veillonella";"AIH";""
"6571";"OTU_7415";-0.460835381624327;0.0724169622814432;0.749430059229926;"s__faecis";"g__Roseburia";"AIH";""
"6601";"OTU_5393";0.311910965194879;0.239567878494978;0.857161966494168;"s__copri";"g__Prevotella";"AIH";""
"6641";"OTU_2056";0.251265793243771;0.347876323498169;0.935829075968363;"s__caccae";"g__Bacteroides";"AIH";""
"6671";"OTU_3894";-0.372840455890517;0.154944064534124;0.781440152586206;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"6681";"OTU_698";-0.365032868532811;0.16446147667226;0.781440152586206;"s__methylpentosum";"g__Clostridium";"AIH";""
"6731";"OTU_4708";-0.184205946030278;0.494647992346154;0.935829075968363;"s__faecis";"g__Roseburia";"AIH";""
"6741";"OTU_6182";0.224983522509825;0.402169415785717;0.935829075968363;"s__ovatus";"g__Bacteroides";"AIH";""
"6761";"OTU_2458";NA;NA;NA;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"6781";"OTU_7262";-0.15768792432445;0.559721440571866;0.935829075968363;"s__massiliensis";"g__Alistipes";"AIH";""
"6881";"OTU_7291";-0.406510063517667;0.118167736734955;0.749430059229926;"s__uniformis";"g__Bacteroides";"AIH";""
"6901";"OTU_745";-0.0186155622958002;0.945445499146935;0.991467184819696;"s__methylpentosum";"g__Clostridium";"AIH";""
"6921";"OTU_3723";0.325048663506797;0.219286695546121;0.845885820087904;"s__acidifaciens";"g__Bacteroides";"AIH";""
"6981";"OTU_2672";-0.0347992725277886;0.898193776871659;0.98487231103089;"s__ovatus";"g__Bacteroides";"AIH";""
"7041";"OTU_1903";-0.188871028019137;0.483586223865608;0.935829075968363;"s__callidus";"g__Ruminococcus";"AIH";""
"7071";"OTU_1599";-0.146666350501163;0.58780322169001;0.935829075968363;"s__massiliensis";"g__Alistipes";"AIH";""
"7081";"OTU_2570";0.287040450847699;0.28107151365458;0.922324072952613;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"7151";"OTU_4176";0.16847700613724;0.532807329387871;0.935829075968363;"s__adolescentis";"g__Bifidobacterium";"AIH";""
"7161";"OTU_1857";0.110183952083257;0.68457726707318;0.938334815587167;"s__uniformis";"g__Bacteroides";"AIH";""
"7171";"OTU_2180";-0.307583065385541;0.246497461694521;0.857161966494168;"s__callidus";"g__Ruminococcus";"AIH";""
"7191";"OTU_4833";0.107341629953736;0.692338287505442;0.941162198789977;"s__acidifaciens";"g__Bacteroides";"AIH";""
"7201";"OTU_5924";0.329159702382009;0.21317270372551;0.845885820087904;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"7211";"OTU_3404";-0.0307741487407194;0.909921899786698;0.98487231103089;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"7231";"OTU_2290";0.109408233715557;0.686692486662586;0.938637592113963;"s__guilliermondii";"g__Oscillospira";"AIH";""
"7251";"OTU_1836";-0.209192934017651;0.436829872664161;0.935829075968363;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"7281";"OTU_4289";0.119130749943721;0.660343308835942;0.936194877047809;"s__uniformis";"g__Bacteroides";"AIH";""
"7331";"OTU_1095";-0.181495906570621;0.501128630198504;0.935829075968363;"s__bromii";"g__Ruminococcus";"AIH";""
"7371";"OTU_7949";-0.269876837426116;0.312084280522561;0.935829075968363;"s__bromii";"g__Ruminococcus";"AIH";""
"7391";"OTU_7073";0.114796192289589;0.672046449793672;0.937269375565896;"s__parvula";"g__Veillonella";"AIH";""
"7411";"OTU_4739";-0.0651558889751637;0.810534787608894;0.959639956981827;"s__acidifaciens";"g__Bacteroides";"AIH";""
"7441";"OTU_867";0.122639946097256;0.650922222744656;0.935829075968363;"s__distasonis";"g__Parabacteroides";"AIH";""
"7491";"OTU_2012";0.485045900231412;0.0568631689676193;0.749430059229926;"s__ovatus";"g__Bacteroides";"AIH";""
"7501";"OTU_6622";-0.169306631893851;0.530762162504824;0.935829075968363;"s__uniformis";"g__Bacteroides";"AIH";""
"7511";"OTU_1475";-0.565385673508324;0.0224648444301244;0.749430059229926;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"7521";"OTU_3096";-0.0230228721178797;0.932554248057105;0.989466016942816;"s__massiliensis";"g__Alistipes";"AIH";""
"7561";"OTU_6837";0.0716550492470504;0.792004505248423;0.959252029001195;"s__acidifaciens";"g__Bacteroides";"AIH";""
"7571";"OTU_3139";-0.177347717486979;0.511125086848389;0.935829075968363;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"7581";"OTU_4955";0.291615828917056;0.273130473036848;0.911354541345171;"s__ovatus";"g__Bacteroides";"AIH";""
"7621";"OTU_6302";-0.403493588910729;0.121187079735882;0.749430059229926;"s__uniformis";"g__Bacteroides";"AIH";""
"7701";"OTU_4082";0.102561704104818;0.705454567954662;0.941540353180405;"s__massiliensis";"g__Alistipes";"AIH";""
"7711";"OTU_1496";0.367291864625171;0.161668588211776;0.781440152586206;"s__ovatus";"g__Bacteroides";"AIH";""
