# Constructed from biom file
#OTU ID	001	002	003	005	006	007	009	011	018	020	021	022	023	026	027	029	030	031	032	033	035	036	037	039	040	042	043	046	047	049	050	051	052	053	054	055	056	057	058	059	060	061	062	063	064	065	066	068	069	070	071	072	074	076	077	078	079	081	082	083	086	taxonomy
OTU_18	2258.0	1407.0	46.0	4825.0	6.0	0.0	32.0	0.0	254.0	0.0	2.0	6.0	0.0	26.0	3.0	2.0	468.0	0.0	13.0	1.0	507.0	11.0	0.0	38.0	8.0	10720.0	131.0	270.0	367.0	619.0	177.0	1551.0	1074.0	625.0	83.0	1377.0	976.0	465.0	25.0	65.0	386.0	750.0	350.0	0.0	6178.0	10410.0	0.0	55.0	211.0	2.0	0.0	17.0	0.0	1.0	0.0	39.0	252.0	673.0	14900.0	1250.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Gemmiger
OTU_13	2018.0	2549.0	74.0	32.0	1550.0	22700.0	135.0	14.0	10260.0	4599.0	718.0	705.0	5050.0	48630.0	3623.0	27060.0	848.0	217.0	72020.0	17.0	1816.0	2375.0	10920.0	15230.0	1935.0	6.0	994.0	46.0	408.0	78.0	15.0	7.0	86.0	5.0	16.0	10.0	36.0	62.0	179.0	5.0	372.0	8.0	143.0	15.0	75.0	23.0	64.0	138.0	2.0	104.0	3.0	352.0	8965.0	3.0	130.0	5.0	163.0	18390.0	1139.0	987.0	51.0	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Veillonellaceae; g__Veillonella; s__OTU1482|NN=Veillonella_atypica_X84007|D=96.9
OTU_14	2089.0	5136.0	292.0	1790.0	22.0	3.0	16.0	8.0	7.0	0.0	371.0	27.0	4.0	277.0	47.0	17500.0	30.0	891.0	6304.0	1592.0	61.0	463.0	283.0	6183.0	12.0	883.0	108.0	287.0	2203.0	136.0	3938.0	1543.0	1552.0	470.0	847.0	487.0	175.0	423.0	9.0	2773.0	1958.0	738.0	106.0	1884.0	1137.0	600.0	971.0	1137.0	865.0	566.0	1341.0	79.0	16880.0	16920.0	2132.0	8.0	2801.0	2681.0	8114.0	283.0	1.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides
OTU_560	3595.0	22.0	0.0	0.0	183.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	26.0	29.0	0.0	0.0	2.0	0.0	77.0	0.0	9.0	62.0	3.0	0.0	495.0	558.0	23.0	0.0	0.0	0.0	6.0	9.0	38.0	11.0	0.0	0.0	0.0	5.0	0.0	19.0	47.0	6.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	10.0	0.0	2.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Butyricimonas
OTU_512	6376.0	1.0	1.0	3929.0	334.0	1.0	12.0	0.0	5.0	0.0	1.0	0.0	0.0	259.0	10.0	4.0	2.0	0.0	2.0	1.0	1.0	5596.0	0.0	1.0	1.0	3730.0	4517.0	2.0	226.0	21.0	2.0	1160.0	784.0	177.0	208.0	0.0	9948.0	1.0	545.0	3.0	1257.0	63.0	1.0	1.0	1.0	0.0	1.0	804.0	1.0	1.0	1.0	3.0	1.0	161.0	0.0	7.0	0.0	1.0	0.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Barnesiella; s__Barnesiella_intestinihominis
OTU_15	1817.0	1664.0	74.0	459.0	25.0	4.0	128.0	1.0	186.0	1436.0	4171.0	11.0	10360.0	2421.0	13.0	1.0	20.0	12.0	66.0	13760.0	167.0	2206.0	26.0	2983.0	28.0	13260.0	1192.0	10.0	46.0	398.0	2879.0	576.0	2.0	1986.0	248.0	1704.0	1571.0	9.0	1272.0	2637.0	100.0	1157.0	566.0	56.0	1375.0	73.0	2125.0	1440.0	1449.0	4.0	8177.0	64.0	478.0	6.0	34.0	10.0	5601.0	70.0	1.0	591.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides_caccae
OTU_4	19180.0	2694.0	14860.0	5164.0	7.0	3.0	12.0	3.0	3397.0	1.0	15.0	3209.0	4.0	472.0	39.0	2.0	280.0	22790.0	15.0	8446.0	539.0	370.0	3477.0	482.0	40.0	4620.0	608.0	128.0	4572.0	179.0	853.0	22740.0	370.0	244.0	5572.0	28.0	1344.0	5375.0	5721.0	2871.0	301.0	35.0	1431.0	3872.0	5736.0	3300.0	4364.0	1036.0	390.0	413.0	24100.0	132.0	2.0	1961.0	224.0	13.0	42.0	3323.0	3.0	472.0	6.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__OTU845|NN=Alistipes_onderdonkii_AB554231|D=96.7
OTU_89	2790.0	1206.0	492.0	0.0	55.0	0.0	140.0	0.0	5.0	0.0	2.0	0.0	0.0	177.0	61.0	0.0	2.0	0.0	0.0	1740.0	83.0	2652.0	0.0	0.0	35.0	94.0	830.0	83.0	543.0	1243.0	243.0	812.0	409.0	22.0	3230.0	0.0	649.0	0.0	118.0	164.0	1312.0	44.0	130.0	286.0	1081.0	271.0	0.0	887.0	1200.0	1073.0	1.0	58.0	149.0	3.0	0.0	107.0	789.0	529.0	0.0	474.0	1.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Butyricimonas
OTU_234	75.0	68.0	16.0	12.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	99.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	4.0	2.0	0.0	11.0	13.0	25.0	0.0	0.0	2.0	2.0	64.0	21.0	60.0	0.0	0.0	138.0	32.0	2.0	0.0	0.0	234.0	2.0	10.0	0.0	0.0	0.0	17.0	0.0	0.0	24.0	8.0	11.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium
OTU_10	10360.0	0.0	6273.0	47.0	4.0	2.0	0.0	0.0	3.0	0.0	0.0	12.0	0.0	48.0	1.0	0.0	15.0	13460.0	5.0	0.0	0.0	0.0	0.0	10.0	5.0	1311.0	0.0	728.0	15.0	72.0	9895.0	1026.0	0.0	5.0	4519.0	21510.0	755.0	5558.0	0.0	1.0	2.0	0.0	5.0	0.0	22300.0	5.0	0.0	2.0	3.0	0.0	6357.0	2734.0	0.0	0.0	1215.0	1.0	4.0	2.0	2.0	1.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__OTU126|NN=Alistipes_marseilloanorexicus_JX101692|D=90.9
