"","0_healthy","1_normal","2_fibrose","3_zirrhose"
"OTU136.NN.OscillospiraPseudoflavonifractor_capillosus_AY136666.D.91_2",0.000198341072925741,0.000700313989463039,0.000104044956988772,2.80473439165311e-05
"OTU1376.NN.Acinetobacter_septicus_EF611418.D.96",5.44121527495397e-05,1.84293155121852e-05,3.46816523295905e-05,3.06933197577133e-05
"OTU1387.NN.Alistipes_timonensis_JF824799.D.96_6",0.0166430978184237,0.0026469104404376,0.00504917021157004,0.00501835778038612
"OTU1390.NN.Parabacteroides_gordonii_AB470344.D.80_1",4.21255376125469e-05,0.000264921410487663,0.0257804268713442,0.0013811993890971
"OTU1424.NN.Dorea_formicigenerans_EUBRRDP.D.96_7",0.00086240336723464,0.00042387425678026,0.000123179661722339,0.000950434522152639
"OTU1482.NN.Veillonella_atypica_X84007.D.96_9",0.0125487295932487,0.0141398923267241,0.0227140904377901,0.117146876002163
"OTU1491.NN.Eubacterium_sulci_AJ006963.D.90_3",0.000463965990649301,0.000103664899756042,0.000297783842416139,0.000316458710605389
"OTU1513.NN.Christensenella_minuta_AB490809.D.84_3",3.51046146771224e-05,9.67539064389725e-05,2.51142999628069e-05,8.99631786001941e-06
"OTU152.NN.Oscillibacter_valericigenes_AB238598.D.94_3",0.0156578282998192,0.0272776906224732,0.0120393170345513,0.00803635782483852
"OTU1524.NN.Anaerofilum_pentosovorans_X97852.D.90_6",0.000301899686223252,6.91099331706946e-05,0.000209285833023391,0.000116422937012016
"OTU1527.NN.OscillospiraPseudoflavonifractor_capillosus_AY136666.D.93_9",0.000441733068020457,0.000647329707365506,0.000651775879987132,0.000296349294212404
"OTU1536.NN.Eubacterium_ventriosum_EUBRRDAB.D.95_6",0.00130472151216638,0.00171853367151127,0.000456841075513916,0.00113882800204481
"OTU1551.NN.Clostridium_sporosphaeroides_CLORR16SAD.D.91_1",0.000234615841425435,0.000400837612390029,9.44776046219879e-05,9.52551302825585e-05
"OTU1552.NN.Catabacter_hongkongensis_AB671763.D.82_8",9.65376903620865e-05,6.21989398536252e-05,0.000232008294894502,1.58758550470931e-05
"OTU156.NN.Oscillibacter_valericigenes_AB238598.D.95_3",0.00215249795661889,0.00820334906736145,0.00232606254417426,0.00287300056835561
"OTU1560.NN.Oscillibacter_valericigenes_AB238598.D.90_2",3.74449223222639e-05,0.000115183221951158,1.19591904584795e-05,3.54560762718412e-05
"OTU1568.NN.Clostridium_sporosphaeroides_CLORR16SAD.D.93_7",1.52119996934197e-05,1.84293155121852e-05,5.14245189714618e-05,5.08027361506978e-05
"OTU1592.NN.Christensenella_minuta_AB490809.D.88_2",4.44658452576883e-05,7.37172620487409e-05,0.000165036828327017,2.75181487482947e-05
"OTU160.NN.Intestinimonas_butyriciproducens_JX101685_1.D.91_4",0.00430675114397163,0.000778638580389826,0.00633956686203997,0.00222579487760245
"OTU1615.NN.Eubacterium_ventriosum_EUBRRDAB.D.95_1",0.000118185536079645,0.000527539156536302,8.96939284385961e-05,6.29742250201359e-05
"OTU1616.NN.Fusicatenibacter_saccharivorans_AB698912.D.90_2",0.00291543824893501,0.00165403106721862,0.000318114466195554,0.0029571426001052
"OTU1632.NN.Ruminococcus_bromii_DQ882649.D.86_7",7.54749215558131e-05,5.29842820975325e-05,0.000167428666418713,5.08027361506978e-05
"OTU1678.NN.Veillonella_dispar_GQ422726.D.94_9",3.51046146771224e-05,0.000281047061560825,0.000171016423556257,0.000848299854683007
"OTU1683.NN.Ruminococcus_bromii_DQ882649.D.90",9.06869212492328e-05,2.30366443902315e-05,2.3918380916959e-05,4.28648086271513e-05
"OTU1688.NN.Gemmiger_formicilis_GU562446.D.92_5",0.00125967058999741,0.000253403088292547,0.00104882100320865,0.000616512370995448
"OTU1689.NN.Soleaferrea_massiliensis_JX101688.D.88_9",0.000509016912818275,0.000391622954633936,0.000309743032874619,6.35034201883723e-05
"OTU169.NN.Faecalibacterium_prausnitzii_X85022.D.96_7",0.00697353170561036,0.00797758995233718,0.00168744177369146,0.00312754344427734
"OTU1709.NN.Desulfitobacterium_frappieri_DFU40078.D.85_6",0.000131057228127924,9.21465775609262e-05,0.000172212342602105,1.42882695423838e-05
"OTU1731.NN.Roseburia_intestinalis_AB661435.D.97",0.0269211439189739,0.0158100490450159,0.00365831636124887,0.0139495846347125
"OTU174.NN.Anoxystipes_fissicatena_NR_104800_1.D.92_4",0.000296633994021684,0.000621989398536252,0.0001746041806938,0.000798026313700545
"OTU175.NN.Roseburia_hominis_AB661434.D.94_3",0.000614915833760927,0.00161256510731621,0.000165036828327017,6.35034201883723e-06
"OTU178.NN.Oscillibacter_valericigenes_AB238598.D.92_5",0.006855931246442,0.00844062650458084,0.00342272030921683,0.00393403688066966
"OTU18.NN.Ruminococcus_bromii_DQ882649.D.88_1",0.000291953378731401,0.000152041852975528,0.000296587923370291,0.000253484485585253
"OTU19.NN.Phenylobacterium_haematophilum_AJ244650.D.97",5.85076911285373e-05,3.68586310243705e-05,3.58775713754385e-05,5.50362974965893e-05
"OTU197.NN.Ruminococcus_albus_AY445596.D.93_7",0.00807289122191558,0.0014029316433651,0.000602743199107366,0.000470454504562192
"OTU206.NN.Oscillibacter_valericigenes_AB238598.D.95_4",0.00178623981015424,0.00109193694409698,0.0020103399160704,0.00114941190540954
"OTU234.NN.Prevotella_conceptionensis_HM587326.D.87_4",5.55823065721104e-05,0,9.80653617595318e-05,4.39231989636242e-05
"OTU24.NN.Massilia_aurea_AM231588.D.96_2",0.00031360122444896,0.000135916201902366,0.000229616456802806,0.000183630723378043
"OTU252.NN.Rothia_aeria_AB753461.D.96_6",4.27106145238322e-05,2.07329799512084e-05,1.31551095043274e-05,0.00011430615633907
"OTU253.NN.Geobacillus_stearothermophilus_EF025325.D.75_9",0.000146269227821343,0.000129005208585297,4.90326808797659e-05,0.000157170964966221
"OTU255.NN.Anoxystipes_fissicatena_NR_104800_1.D.94_9",0.00018839476543389,0.000596649089706997,4.90326808797659e-05,0.000134415572732055
"OTU260.NN.Clostridium_clostridioforme_AY169422.D.94_1",0.000483273528721718,0.00059895275414602,3.46816523295905e-05,0.000658318789286126
"OTU286.NN.Ruminococcus_bromii_DQ882649.D.96_6",0.000243977072006001,2.07329799512084e-05,0.000155469475960233,0.000195802212247481
"OTU293.NN.Clostridium_glycyrrhizinilyticum_AB233029.D.91_2",0.000868839213258779,0.000338638672536404,3.58775713754385e-06,0.000243429777388761
"OTU303.NN.Eggerthella_lenta_AF292375.D.87_9",0.000107069074765223,6.91099331706946e-06,5.86000332465495e-05,1.42882695423838e-05
"OTU342.NN.Clostridium_clariflavum_NR_102987_1.D.77_3",0.00154986873799495,0.000896125466780007,0.00036714714707532,0.000144999476096783
"OTU355.NN.Clostridium_lactatifermentans_AY033434.D.90_6",0.000304239993868394,0.000200418806195014,0.000313330790012163,7.83208848989925e-05
"OTU363.NN.Anaerofilum_pentosovorans_X97852.D.92_9",6.78689217091033e-05,1.84293155121852e-05,3.58775713754385e-05,1.69342453835659e-05
"OTU371.NN.OscillospiraPseudoflavonifractor_capillosus_AY136666.D.92_5",0.000208287380417593,0.000962931735511678,0.000185367452106432,0.0014044839764995
"OTU379.NN.Dialister_succinatiphilus_AB370249.D.96_3",0.00303245363119209,0.00372041806902239,0.00926239301009236,0.0108606724377164
"OTU383.NN.Clostridium_populeti_X71853.D.91_5",0.00144689520160873,0.00373654372009556,0.000289412409095204,0.00102346345536927
"OTU395.NN.Clostridium_bolteae_AJ508452.D.93_5",0.000606139680091646,0.000469947545560723,7.77347379801166e-05,0.000361969495073722
"OTU405.NN.Barnesiella_intestinihominis_AB370251.D.89_9",0.000167917073538902,0.000108272228634088,0.00055969011345684,6.98537622072095e-05
"OTU426.NN.Clostridium_sporosphaeroides_CLORR16SAD.D.92_3",0.000342269993101943,0.000181989490682829,0.000173408261647953,0.000769449774615778
"OTU434.NN.Clostridium_lactatifermentans_AY033434.D.95_2",0.000241051687449574,0.000815497211414197,0.000141118447410058,0.000281531829501784
"OTU468.NN.OscillospiraFlavonifractor_plautii_Y18187.D.93_9",0.000175523073385612,2.30366443902315e-06,5.97959522923974e-05,2.27553922341667e-05
"OTU471.NN.Clostridium_lituseburense_CLORR16SC.D.96_6",0.0268725825353372,0.00812502447643466,0.00787034324072535,0.0113316561374468
"OTU482.NN.Eubacterium_sulci_AJ006963.D.89_4",0.000139833381797204,9.90575708779956e-05,0.00027984505672842,8.99631786001941e-05
"OTU483.NN.Lactobacillus_rogosae_GU269544.D.95_9",0.00032120722429567,0.000117486886390181,0.000119591904584795,0.000941967399460856
"OTU500.NN.Oscillibacter_valericigenes_AB238598.D.90_6",0.00178916519471067,0.00181298391351122,0.00194456436854876,0.0013012909186934
"OTU506.NN.Christensenella_minuta_AB490809.D.83_8",0.00857781259635485,0.00510952772575336,0.00079289432739719,3.59852714400776e-05
"OTU516.NN.Prevotella_copri_AB064923.D.96_6",0.00780434091963559,0.34223238906128,0.0573239876246297,0.0723684976466691
"OTU520.NN.Clostridium_bolteae_AJ508452.D.93_9",0.000128131843571497,2.53403088292547e-05,1.19591904584795e-05,1.53466598788566e-05
"OTU521.NN.Papillibacter_cinnamivorans_AF167711.D.89_6",0.000108824305499079,3.91622954633936e-05,7.17551427508769e-05,3.38684907671319e-05
"OTU555.NN.Christensenella_minuta_AB490809.D.88_7",0.000315356455182816,6.68062687316715e-05,5.14245189714618e-05,1.2171488869438e-05
"OTU58.NN.OscillospiraFlavonifractor_plautii_Y18187.D.95_5",6.31883064188203e-05,1.84293155121852e-05,0.000259514432949005,7.83208848989925e-05
"OTU60.NN.Ruminococcus_bromii_DQ882649.D.89_6",0.0003680133771985,4.83769532194862e-05,0.000137530690272514,5.66238830012986e-05
"OTU622.NN.Clostridium_methylpentosum_Y18181.D.87_5",0.000150364766200341,0.000350156994731519,0.000307351194782923,0.000238137825706396
"OTU644.NN.Dorea_massiliensis_JX101687.D.88_1",0.00351046146771224,0.00540900410282637,0.00393816141797729,0.00274123097146474
"OTU657.NN.Soleaferrea_massiliensis_JX101688.D.88_5",0.000858307828855642,0.00114722489063353,0.000625465660978477,0.000614924785490739
"OTU661.NN.Blautia_wexlerae_EF036467.D.94_9",0.00258779517861521,0.00123937146819446,0.00036116755184608,0.00047362967557161
"OTU673.NN.Ruminococcus_callidus_X85100.D.93_8",0.00120291812960273,0.00118177985721888,0.00438184738398688,0.00413618943493598
"OTU694.NN.Clostridium_clariflavum_NR_102987_1.D.85_2",0.000933782750411455,0.0006864920028289,0.000400632880359063,0.000246604948398179
"OTU699.NN.Clostridium_methylpentosum_Y18181.D.88_8",0.00024280691818343,9.90575708779956e-05,0.000229616456802806,0.00012330247419909
"OTU700.NN.Oscillibacter_valericigenes_AB238598.D.90_8",0.000183129073232322,3.91622954633936e-05,0.000182975614014736,0.000118010522516725
"OTU761.NN.Clostridium_sporosphaeroides_CLORR16SAD.D.93_2",0.00312957639846546,0.000435392578975376,0.000266689947224093,0.000922387178236108
"OTU767.NN.Anoxystipes_fissicatena_NR_104800_1.D.93_6",0.000272645840658984,0.000463036552243654,8.01265760718126e-05,6.03282491789537e-05
"OTU790.NN.Barnesiella_intestinihominis_AB370251.D.84_6",2.92538455642687e-05,0.00528230255868009,0.0148951717160362,0.00538826520298339
"OTU798.NN.Oscillibacter_valericigenes_AB238598.D.90_1",0.00624686618179393,0.00294869048194964,0.0155708659769403,0.00238719940391456
"OTU80.NN.Eubacterium_desmolans_EUBRRDO.D.94_1",0.000525399066334265,0.000504502512146071,3.94653285129823e-05,0.000172517624845078
"OTU807.NN.Soleaferrea_massiliensis_JX101688.D.86_9",0.00126259597455384,0.000317905692585195,0.000240379728215438,0.00216652501875997
"OTU808.NN.Eubacterium_ramulus_EUBRRDT.D.95_9",0.000387905992182202,0.000260314081609616,0.000816812708314149,4.39231989636242e-05
"OTU810.NN.Soleaferrea_massiliensis_JX101688.D.87_6",0.00334312947108462,0.002089423646194,0.000173408261647953,0.0013753782422465
"OTU82.NN.Clostridium_lactatifermentans_AY033434.D.93_1",4.79763067254006e-05,4.37696243414399e-05,2.2722461871111e-05,2.75181487482947e-05
"OTU84.NN.Robinsoniella_peoriensis_AF445258.D.93_1",0.000382055223069349,5.75916109755789e-05,3.22898142378946e-05,2.0638611561221e-05
"OTU840.NN.Oscillibacter_valericigenes_AB238598.D.94_8",0.000205947072772451,0.00016816750404869,0.000102849037942924,4.76275651412792e-05
"OTU841.NN.Eubacterium_saphenum_GU427005.D.91_9",0.000414234453190044,0.000347853330292496,0.000283432813865964,0.000248721729071125
"OTU845.NN.Alistipes_onderdonkii_AB554231.D.96_7",0.0357675068176087,0.0685432317186949,0.0543294063338264,0.0293713902274587
"OTU855.NN.Roseburia_faecis_AY804149.D.95_5",0.00167917073538902,0.000585130767511881,0.00430411264600677,0.00114200317305423
"OTU857.NN.Eubacterium_sulci_AJ006963.D.90_2",0.000211797841885305,0.000103664899756042,8.25184141635084e-05,1.85218308882753e-05
"OTU867.NN.Christensenella_minuta_AB490809.D.91_9",0.000221159072465871,4.83769532194862e-05,0.000117200066493099,0.000188393479892171
"OTU869.NN.Papillibacter_cinnamivorans_AF167711.D.90_2",0.000715549062502011,7.60209264877641e-05,0.000260710351994853,2.38137825706396e-05
"OTU877.NN.OscillospiraFlavonifractor_plautii_Y18187.D.93_8",0.000202436611304739,0.000251099423853524,7.89306570259646e-05,0.000140765914750892
"OTU902.NN.Prevotella_loescheii_AB547688.D.88_8",0.000889316905153767,0.00016816750404869,0.000398241042267367,0.000148174647106202
"OTU916.NN.Eubacterium_siraeum_EUBRRDV.D.93_2",0.00171017981168715,0.000267225074926686,1.19591904584795e-06,0.000449286697832734
"OTU93.NN.Ruminococcus_bromii_DQ882649.D.96_3",0.0256784405594037,0.015220310948626,0.0152312249679195,0.0255140866461833
"OTU957.NN.Anoxystipes_fissicatena_NR_104800_1.D.93_2",0.000333493839432663,0.000103664899756042,2.3918380916959e-06,0.000125948450040272
"OTU962.NN.Oscillibacter_valericigenes_AB238598.D.89_7",0.00121344951400586,0.00436314044750985,0.00307949154305847,3.17517100941862e-05
"OTU976.NN.Eubacterium_sulci_AJ006963.D.91_7",7.89853830235254e-05,1.84293155121852e-05,0.000112416390309707,3.49268811036048e-05
"OTU98.NN.Christensenella_minuta_AB490809.D.84_9",9.01018443379474e-05,0.000172774832926737,0.000295392004324443,5.66238830012986e-05
"OTU988.NN.Barnesiella_intestinihominis_AB370251.D.87_1",0.00301665655458738,0.000746387278243502,0.000369538985167016,0.00303969704635009
"OTU995.NN.Gemmiger_formicilis_GU562446.D.92",0.0481015131844157,0.0200487916128185,0.0571099181154229,0.046848060658467
"OTU997.NN.Catabacter_hongkongensis_AB671763.D.82_9",3.56896915884078e-05,4.37696243414399e-05,8.37143332093564e-06,1.85218308882753e-05
"Parabacteroides_goldsteinii",0.00119940766813501,0.000306387370390079,0.000328877737608186,2.43429777388761e-05
"Parabacteroides_merdae",0.00239706010553617,0.00345319299409571,0.00304600580977472,0.0030254087768077
"Paraprevotella_clara",0.00167507519701002,0.00357067988048589,0.00271234439598315,0.000892752248814867
"Parasutterella_excrementihominis",0.0113861817705246,0.000129005208585297,0.000260710351994853,0.00193473753507241
"Pelomonas_saccharophila",0.000308920609158677,0.000133612537463343,0.000135138852180818,0.000204269334939264
"Phascolarctobacterium_faecium",0.023511900756914,0.000170471168487713,0.0180081489923784,0.032098332929381
"Phascolarctobacterium_succinatutens",1.4041845870849e-05,0.0234351783381825,0.000544143165860817,0.00168231143982363
"Phenylobacterium_haematophilum",0.000217063534086873,8.06282553658104e-05,0.00012796333790573,0.000181513942705098
"Ruminococcus_callidus",0.00340924316205987,0.00203413569965745,0.00101174751278736,0.00154048713473627
"Ruminococcus_lactaris",0.000537100604559972,0.00111727725292623,0.000557298275365144,0.000582643880228316
"Shigella_sonnei",0.000499070605326423,0.0181805197527707,0.00163003765949075,0.00696367921882326
"Streptococcus_anginosus",6.4358460241391e-06,3.22513021463242e-05,4.664084278807e-05,0.000423885329757385
"Streptococcus_infantis",8.3080921402523e-05,0.000271832403804732,0.000446077804101285,0.000762570237428704
"Sutterella_wadsworthensis",0.00104436228664439,7.37172620487409e-05,0.000483151294522571,0.00679909952150173
"Turicibacter_sanguinis",0.0141056192541791,0.00966387232170213,0.0118754761252701,0.00498978124130135
"Tyzzerella_lactatifermentans",4.8561383636686e-05,2.53403088292547e-05,0.000474779861201636,5.60946878330622e-05
"Veillonella_rogosae",6.61136909752471e-05,3.22513021463242e-05,0.000229616456802806,0.000559359292825913
"NA",0.211676145887758,0.123709084039982,0.151661669718253,0.252315493458619
