"","AIH049","AIH050","AIH051","AIH053","AIH054","AIH055","AIH056","AIH057","AIH060","AIH061","AIH062","AIH063","AIH064","AIH065","AIH066","AIH076","AIH081","AIH082","AIH083","AIH027","AIH031","AIH040","AIH046","AIH058","AIH068","AIH018","AIH023","AIH033","AIH035","AIH043","AIH047","AIH052","AIH059","AIH069","AIH071","AIH072","AIH001","AIH002","AIH003","AIH005","AIH006","AIH007","AIH009","AIH020","AIH021","AIH022","AIH026","AIH029","AIH030","AIH032","AIH036","AIH037","AIH039","AIH042","AIH070","AIH074","AIH077"
"Actinobacteria",2456,24,217,668,561,30,92,420,185,848,168,108,777,499,379,17,267,12953,8794,293,15,15,119,230,543,74,19,31,108,527,870,448,57,264,365,19,261,63,74,141,121,11,176,34613,113,7750,4191,3777,1290,40,121,581,148,5976,1182,163,308
"Bacteroidetes",18729,57456,55751,34344,52755,57869,62220,21741,48636,15498,22503,45674,77733,37886,72507,93089,37206,9693,18517,54598,48095,14000,80006,36220,34726,33577,25528,33307,33896,43535,37013,30613,32077,44321,64699,33172,76005,27834,44940,40717,14797,83,37876,2125,50435,85508,30101,25567,43569,26951,97181,12196,35087,50465,29572,54696,26146
"Firmicutes",56722,17269,22190,46967,33124,36580,39312,59993,16334,45490,54676,48362,36826,50111,17402,8487,62972,67811,44372,23121,31685,5928,24690,28236,36623,47339,6874,1903,59162,35756,33702,20693,9595,37519,17847,12179,27974,21942,56890,62282,44809,24871,49795,37237,39051,19950,58727,67474,30556,75475,11668,18008,65069,58610,68480,45509,44009
"Fusobacteria",0,0,0,0,0,0,0,0,0,13,2,0,1,0,0,0,0,4,0,12,0,0,0,0,0,19,4,0,19,3,24,0,0,0,0,0,1,40,0,3,16,0,0,113,15,9,94,1965,0,9,0,43,2,0,0,0,0
"Proteobacteria",777,2022,550,1210,8322,1007,220,3082,12218,407,1262,2983,934,533,882,1402,881,213,271,8159,473,16,440,744,456,1808,81,743,2969,393,920,321,148,1455,262,372,719,4487,1193,311,3029,1787,254,418,2821,1108,2914,9851,564,5092,1247,7566,10411,2604,2945,3607,2206
"Unclassified",2,0,6,5,15,1,3,0,4,4,4,2,2,4,153,0,45,0,0,10,4,0,36,2,4,15,0,0,2,14,4,0,0,6,0,0,0,2,0,0,1,2,33,13,0,109,10,1,0,0,4,17,13,0,3,89,0
"Verrucomicrobia",19,6615,1378,185,12890,31,60,2108,2084,561,2002,598,287,110,1197,6,0,3,1938,15,2,13,8,3480,18,120,25480,57140,1043,0,4702,25440,552,11800,1,1675,7,16,13,3903,9,16,1,1,8,15,0,3,141,13,0,6,8,3921,6,4,9123
"NA",116,240,186,257,207,77,180,294,271,289,53,150,120,142,90,220,196,110,191,136,226,43,226,162,263,193,119,182,52,122,95,120,52,276,220,122,65,211,187,125,217,126,110,81,118,342,205,154,300,57,77,101,327,166,123,136,142
