"","log2FC","lfcSE","Pvalues","FDR"
"Enterobacteriaceae",5.346,0.86486,6.3575e-10,2.543e-08
"Veillonellaceae",2.3986,0.70706,0.00069314,0.013863
"Bifidobacteriaceae",1.8994,0.62262,0.0022836,0.030449
