"","log2FC","lfcSE","Pvalues","FDR"
"Shigella",5.3882,0.84538,1.8447e-10,1.236e-08
"Dorea",-1.759,0.51584,0.00064991,0.018416
"Eggerthella",2.8346,0.84756,0.00082458,0.018416
